id,unique_id_l,unique_id_r,company_name_l,company_name_r,matches
1626842,57269,75370,Global Payments Inc.,Global Medical REIT,false
3491164,122250,145119,global perspectives,Global One Real Estate Investment,false
2248681,79363,129545,Global Perspectives,GLOBAL UNICHIP,false
1521393,50119,163504,Global PMX Co. Ltd,GLOBAL AWARE INTERNATIONAL GROUP LIMITED,false
1685045,58140,66145,Global Ports Holding plc,GlobalSpace,false
2950440,107839,163504,Global Power Synergy Public Co Ltd,GLOBAL AWARE INTERNATIONAL GROUP LIMITED,false
2407448,82131,113588,GLOBAL POWER SYNERGY PUBLIC COMPANY,GLOBAL FINANCES & INVESTMENTS LTD,false
3746263,137461,141649,Global Power Synergy Public Company,"Globalstar, Inc.",false
1698279,58577,113588,Global Power Synergy Public Company Ltd,GLOBAL FINANCES & INVESTMENTS LTD,false
1554013,51496,68302,Global Quest Ltd,Global Perspectives,false
3807753,147614,155349,Global Risk Management,GlobalWafers,false
1619695,57069,94120,Global Service Center Public Company Ltd,Globalstar,false
131071,9265,100690,Global Shiksha,Global-e,false
1639252,55886,133790,"Global Ship Lease, Inc.",GLOBAL FASHION GROUP,false
2044580,68231,75901,Global Sistemi,Global Indemnity,false
2000266,65494,103495,Global Stones,Global Cord Blood,false
1357822,46020,162131,Global Sweeteners Holdings Ltd,"GLOBAL MARINE HOLDINGS, LLC",false
946449,33373,45350,Global Switch,Global Cord Blood Corporation,false
127623,7578,122250,Global Talent Track,global perspectives,false
3766298,140554,141812,Global Unichip,Global Blood Therapeutics,false
2490169,85218,162131,GLOBAL UNICHIP,"GLOBAL MARINE HOLDINGS, LLC",false
1502215,49310,78866,Global Unichip Corp,Global Work,false
126310,6828,22524,Global Upside,Global Net Lease,false
1640621,56407,105342,Global Value Fund Limited,Global Payments Inc.,false
1975864,64389,88571,Global Vision Multimedia,GLOBAL NEW MATERIAL INTERNATIONAL HOLDINGS LIMITED,false
3491178,121753,144808,global work,Global Fashion Group,false
2248049,78866,140554,Global Work,Global Unichip,false
4218262,161528,162131,GLOBAL X MANAGEMENT COMPANY LLC,"GLOBAL MARINE HOLDINGS, LLC",false
1697196,58146,132889,Global Yatirim Holding A.S.,GLOBAL NEW MATERIAL INTERNATIONAL HOLDINGS LIMITED,false
177751,11783,74515,GlobalBees,Global Net Lease,false
585557,22728,132830,GlobalData,GLOBAL BLUE GROUP HOLDING AG,false
763178,26989,33686,Globaldata,"Globalstar
",false
2492999,85605,141936,GLOBALDATA,Globalworth Real Estate Investments Limited,false
1639571,55748,130919,GlobalData plc,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,false
576021,23470,41332,Global-e,Global Edilizia,false
1968844,64678,98417,Global-e Online,GlobalFoundries,false
1588377,53574,95274,Global-e Online Ltd,Global Partners LP,false
2368425,82054,95274,GLOBAL-E ONLINE LTD.,Global Partners LP,false
3743742,137398,156942,Global-e Online Ltd.,GlobalFoundries,false
2088239,70957,107839,GlobalFoundries,Global Power Synergy Public Co Ltd,false
656153,26032,64389,Globalfoundries,Global Vision Multimedia,false
3723435,135541,144209,Globalfoundries Inc.,Global Medical Reit,false
3513379,124545,157833,GLOBALFOUNDRIES INC.,Global Partners LP,false
125897,6429,29846,GlobalHunt,Global Blue Group,false
1973457,65487,93706,Globalinternet,Global-e,false
2082463,68718,121753,Globalis Viagens,global work,false
2035835,66685,107839,Globalis Viagens e Eventos Corporativos,Global Power Synergy Public Co Ltd,false
188425,11877,124545,Globality,GLOBALFOUNDRIES INC.,false
175520,11082,85218,Globalization Partners,GLOBAL UNICHIP,false
39746,150,144209,GlobalLogic,Global Medical Reit,false
2033066,66145,67902,GlobalSpace,Global Control 5,false
3810379,150219,152643,GLOBALSPARKOÃƒÂƒÃ…Â“(14870302),Globalstar,false
813047,30619,113791,Globalstar,GLOBAL FINANCES AND MORTGAGES LTD,false
936259,33686,86313,"Globalstar
","GLOBALSTAR, INC.",true
3781491,141649,157833,"Globalstar, Inc.",Global Partners LP,false
3632068,130639,135347,"GLOBALSTAR, INC.",Global Payments,false
3782363,142835,143843,Globaltrans Investment,Global Blue Group Holding Ag,false
2548357,87497,91356,GLOBALTRANS INVESTMENT,GlobalFoundries,false
1546710,52515,89464,Globaltrans Investment Plc,GLOBAL FASHION GROUP,false
2911549,106093,113588,Globaltrans Investment PLC,GLOBAL FINANCES & INVESTMENTS LTD,false
4218263,159917,161528,"GLOBALTRANZ ENTERPRISES, LLC",GLOBAL X MANAGEMENT COMPANY LLC,false
3549385,125421,162131,GLOBALWAFERS,"GLOBAL MARINE HOLDINGS, LLC",false
763593,26677,29819,Globalwafers,Global Partners Lp,false
561792,24090,81090,GlobalWafers,GLOBALWAFERS,true
2952048,107690,136422,GlobalWafers Co Ltd,Globalwafers,true
1522739,49214,124545,GlobalWafers Co. Ltd,GLOBALFOUNDRIES INC.,false
2031922,65937,80004,Globalwork,GLOBAL PAYMENTS,false
2550884,86596,86869,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,GLOBAL NET LEASE,false
1639665,55785,130639,Globalworth Real Estate Investments Limited,"GLOBALSTAR, INC.",false
10858,1514,136765,Globant,Globant,true
2279276,81430,106617,GLOBANT,Globant SA,true
2936864,106617,136765,Globant SA,Globant,true
82647,5962,55229,Globe Capital Market,Globe International Limited,false
1588624,55229,157672,Globe International Limited,Globe Life,false
3529536,125795,136796,GLOBE LIFE,Globe Life,true
3713491,136796,148433,Globe Life,Globe Telecom,false
2972527,109177,148433,Globe Life Inc,Globe Telecom,false
1650426,57595,99200,Globe Life Inc.,Globe Life,true
960423,35695,99200,"Globe Life
",Globe Life,true
3795631,148433,151415,Globe Telecom,Globe Life,false
2938664,108493,109177,Globe Telecom Inc,Globe Life Inc,false
1154641,44177,81456,Globe Textiles ,GLOBE LIFE,false
1494161,49859,151415,Globe Union Industrial Corp,Globe Life,false
1717567,59599,92650,Globus Holding GmbH & Co. KG,Globus Medical,false
81622,6012,59599,Globus Infocom,Globus Holding GmbH & Co. KG,false
2121347,72149,157844,Globus Medical,Globus Medical,true
2369432,82081,137411,GLOBUS MEDICAL,Globus Medical,true
1653926,57716,82081,"Globus Medical, Inc.",GLOBUS MEDICAL,true
107486,6411,99690,Globus Spirits,Globus Medical,false
52687,2896,126414,Globus Stores,GLOBUS MEDICAL,false
85201,4269,157844,GlobusSoft,Globus Medical,false
78423,4334,64557,Glocal Healthcare Systems,GLOCAL NET,false
2271912,81271,136601,GLODON COMPANY,Glodon Company,true
164310,10290,119080,Gloria Jeans,Gloria Jean's Gourmet Coffee Pty. Ltd.,false
1486250,49564,119080,Gloria Material Technology Corp,Gloria Jean's Gourmet Coffee Pty. Ltd.,false
2100,1203,45436,Glorious Insight,Glorious Property Holdings Ltd,false
1316228,45436,45469,Glorious Property Holdings Ltd,Glorious Sun Enterprises Limited,false
2613974,88781,144111,GLORY,Glory,true
2935376,106958,107518,Glory Health Industry Ltd,Glory Ltd,false
1489051,51164,106958,Glory Ltd,Glory Health Industry Ltd,false
1318816,45814,107518,Glory Mark Hi-Tech ,Glory Ltd,false
1317109,45359,45814,Glory Sun Financial Group Ltd,Glory Mark Hi-Tech ,false
162873,11695,32661,Glossier,Glossier,true
3652259,132019,143029,GLOVO,Glovo,true
320274,14446,82036,GLP J-REIT,GLP J-REIT,true
742422,28191,153308,Glycomimetics,GlycoMimetics,true
2787036,97264,104216,GlycoMimetics,GlycoMimetics,true
1100277,39261,76646,"GlycoMimetics
",GlycoMimetics,true
107983,7556,7599,Gm Infinite Dwelling,Gm Infinite Dwelling,true
2357953,82139,137473,GMEXICO TRANSPORTES,Gmexico Transportes,true
80319,5486,144978,GMM Pfaudler,Gmm Pfaudler,true
2615633,89634,144978,GMM PFAUDLER,Gmm Pfaudler,true
1484966,50905,51119,"GMO Financial Holdings, Inc.","GMO Financial Gate, Inc.",false
3608796,129619,140620,GMO INTERNET,Gmo Internet,true
2935172,107653,140620,GMO Internet Group Inc,Gmo Internet,true
1535119,51213,85292,"GMO internet, Inc.",GMO INTERNET,true
2813640,99853,137168,GMO Payment Gateway,Gmo Payment Gateway,true
2269525,81824,99853,GMO PAYMENT GATEWAY,GMO Payment Gateway,true
1537226,51257,81824,"GMO Payment Gateway, Inc.",GMO PAYMENT GATEWAY,true
818990,30932,101054,Gmr Group,GMR Group,true
325076,15287,30932,GMR Group,Gmr Group,true
917854,33593,101054,"GMR Group
",GMR Group,true
2360364,83898,128226,GMR INFRASTRUCTURE,GMR INFRASTRUCTURE,true
785127,30551,157396,Gms,GMS,true
547617,22937,129863,GMS,GMS,true
3845011,160689,163562,GN AUDIO ITALY SRL,GN AUDIO ITALY SRL,true
831440,31076,147615,Gn Store Nord,GN Store Nord,true
2857327,100852,107935,GN Store Nord,GN Store Nord AS,true
3501732,122898,147615,gn store nord a/s,GN Store Nord,true
3735285,137299,147615,Gn Store Nord A/s,GN Store Nord,true
2366866,81963,126289,GN STORE NORD A/S,GN STORE NORD A/S,true
2937774,107935,122898,GN Store Nord AS,gn store nord a/s,true
1587040,53646,137299,GN Store Nord A-S,Gn Store Nord A/s,true
927614,34163,147615,"GN Store Nord
",GN Store Nord,true
1963185,64809,65121,GNI Group,GNI Group,true
1485032,51087,65121,GNI Group Ltd,GNI Group,true
2024337,67056,68961,Go Concept,Go Concept,true
3845008,160686,163486,GO DADDY EUROPE LIMITED,GO DADDY EUROPE LIMITED,true
3019204,112585,115789,GO STRAIGHT SOLUTIONS LTD.,GO STRAIGHT SOLUTIONS LTD.,true
163133,11967,33009,GO1,GO1,true
162329,11124,33225,GOAT,GOAT,true
1129009,41019,78911,Goboony,Goboony,true
162525,11331,33020,GoCardless,GoCardless,true
2615608,89577,144915,GOCO GROUP,Goco Group,true
1612040,56482,144915,Goco Group plc,Goco Group,true
3795602,148441,161097,GoDaddy,GODADDY INC.,true
2276650,81130,163030,GODADDY,GODADDY MSH INC.,true
3712973,136462,163024,Godaddy,"GODADDY.COM, LLC",true
2972226,108715,161094,GoDaddy Inc,"GODADDY.COM, LLC",true
1663225,57521,163027,GoDaddy Inc.,GODADDY INC.,true
4218674,163027,163030,GODADDY INC.,GODADDY MSH INC.,true
3846109,161100,163027,GODADDY MSH INC.,GODADDY INC.,true
4218707,163024,163027,"GODADDY.COM, LLC",GODADDY INC.,true
81780,4556,17165,Godawari Power & Ispat,Godawari Power & Ispat,true
2036544,67678,68573,Godel Technologies,Godel Technologies Europe,true
2024647,67569,68573,Godel Technologies Europe,Godel Technologies Europe,true
3385783,118037,158803,GODFREY INVESTMENT GROUP LIMITED,GODFREY INVESTMENT GROUP LIMITED,true
1973,969,158803,Godfrey Phillips India,GODFREY INVESTMENT GROUP LIMITED,false
129563,10174,148052,Godiva,Godiva Chocolatier,false
2821231,99216,155128,Godrej,Godrej Properties,false
1435,131,99216,Godrej & Boyce Manufacturing,Godrej,false
17383,1033,1576,Godrej Agrovet,Godrej Industries,false
2626263,88064,126669,GODREJ AGROVET,GODREJ PROPERTIES,false
2897484,106334,132393,Godrej Agrovet Ltd,GODREJ AGROVET,true
84563,4887,34411,Godrej Appliances,Godrej Properties,false
10595,754,35692,Godrej Consumer Products,Godrej,false
2272704,81094,92208,GODREJ CONSUMER PRODUCTS,Godrej,false
2940003,107104,140106,Godrej Consumer Products Ltd,Godrej Industries,false
14629,670,13422,Godrej Group,Godrej,true
2307,1576,99216,Godrej Industries,Godrej,true
3614283,129092,140106,GODREJ INDUSTRIES,Godrej Industries,true
2940239,107411,136430,Godrej Industries Ltd,Godrej Consumer Products,false
56803,2826,155128,Godrej Interio,Godrej Properties,false
16344,967,4887,Godrej Properties,Godrej Appliances,false
3531011,126669,140106,GODREJ PROPERTIES,Godrej Industries,false
118320,6649,129092,Godrej Tyson Food,GODREJ INDUSTRIES,false
1059380,37525,102087,goeasy,goeasy,true
775512,30058,95073,Goeasy,goeasy,true
2456163,85856,130188,GOEASY,GOEASY,true
1434351,48044,85856,goeasy Ltd.,GOEASY,true
80236,5188,5960,Goel Ganga Group,Goel Ganga Developments,false
3501161,124647,135645,GOERTEK,Goertek,true
1968257,64202,110250,Goertek,GoerTek Inc,true
2969767,110250,134642,GoerTek Inc,GOERTEK,true
2538618,87377,131706,GOGO,GOGO,true
321659,15863,74021,Gogo Inflight Internet,Gogo Inflight Internet,true
1060079,38231,101592,"Gogo Inflight Internet
",Gogo Inflight Internet,true
384857,16662,21928,Gogoro,Gogoro,true
830257,30976,157397,Gohealth,GoHealth,true
2736069,93886,157397,GoHealth,GoHealth,true
3784572,145166,157397,"Gohealth, Inc.",GoHealth,true
2614530,89826,93886,"GOHEALTH, INC.",GoHealth,true
2024276,66950,79243,gohenry,GoHenry,true
2040012,67877,122130,GoHenry,gohenry,true
2615572,89499,133822,GOHIGH DATA NETWORKS TECHNOLOGY,GOHIGH DATA NETWORKS TECHNOLOGY,true
2270624,81106,136445,GO-JEK,Go-jek,true
1135000,40962,64520,Gojob,Gojob,true
42148,2391,7723,Gokaldas Exports,Gokaldas Images,false
162696,11508,33128,Gokin Solar,Gokin Solar,true
316346,14541,100237,GOL Airlines,GOL Airlines,true
1436200,49007,106744,Gol Linhas AÃƒÂ©reas Inteligentes SA,GOL Linhas Aereas Inteligentes SA,true
3684599,133294,144300,GOL LINHAS AEREAS INTELIGENTES,Gol Linhas Aereas Inteligentes,true
2935343,106744,133294,GOL Linhas Aereas Inteligentes SA,GOL LINHAS AEREAS INTELIGENTES,true
778140,30709,87454,Golar Lng,GOLAR LNG,true
2158630,73832,131787,Golar LNG,GOLAR LNG,true
2543094,87454,142798,GOLAR LNG,Golar Lng,true
1062067,38205,94247,"Golar LNG
",Golar LNG,true
1131305,42968,116980,Gold by Gold,GOLD BRICK WORK LTD,false
3773920,142848,145314,Gold Circuit Electronics,Gold Cup Electric Apparatus,false
3652895,131838,145314,GOLD CIRCUIT ELECTRONICS,Gold Cup Electric Apparatus,false
1488493,50162,142848,Gold Circuit Electronics Ltd,Gold Circuit Electronics,true
2616659,89978,145314,GOLD CUP ELECTRIC APPARATUS,Gold Cup Electric Apparatus,true
3528503,125987,155455,GOLD FIELDS,Gold Fields,true
1848845,62823,108889,Gold Fields,Gold Fields Ltd,true
1536553,51638,92337,Gold Fields Limited,Gold Fields,false
2971958,108889,125987,Gold Fields Ltd,GOLD FIELDS,true
976165,35635,155455,"Gold Fields
",Gold Fields,true
163622,10732,92337,Gold Flake,Gold Fields,true
1587370,55282,145435,Gold Road Resources Limited,Gold Road Resources Limited,true
2613533,90097,96517,GOLD ROAD RESOURCES LIMITED,Gold Royalty Corp,false
388958,17821,28797,Gold Royalty Corp,Gold Royalty Corp,true
2027735,65800,87911,"GOLDEN ABC,Ã‚Â Inc.",GOLDEN BIOTECHNOLOGY CORPORATION,false
3758705,140929,146679,Golden Agri-resources Ltd,Golden Goose,false
1552944,52244,150222,Golden Agri-Resources Ltd,GoldenSparkOÃƒÂƒÃ…Â“(11683025),false
3616740,129923,150222,GOLDEN AGRI-RESOURCES LTD,GoldenSparkOÃƒÂƒÃ…Â“(11683025),false
1967276,64894,90169,Golden Bees,GOLDEN RESORTS GROUP,false
1485256,49417,97565,Golden Biotechnology Corp,Golden Minerals,false
3775533,143241,152771,Golden Biotechnology Corporation,Golden Minerals,false
2560279,87911,118998,GOLDEN BIOTECHNOLOGY CORPORATION,Golden Princess Film Production Ltd.,false
170925,10556,74241,Golden Circle,Golden Ocean Group,false
3775495,143289,157319,Golden Eagle Retail Group,Golden Entertainment,false
3660123,132279,143158,GOLDEN EAGLE RETAIL GROUP,Golden Entertainment,false
1553566,51875,143289,Golden Energy and Resources Ltd,Golden Eagle Retail Group,false
411166,16627,102416,Golden Entertainment,Golden Entertainment,true
2559578,87814,132144,GOLDEN ENTERTAINMENT,GOLDEN ENTERTAINMENT,true
2900032,106272,145149,Golden Entertainment Inc,Golden Land Property Development Public Company,false
1083247,37216,145503,"Golden Entertainment
",Golden Resorts Group,false
1324419,45774,74834,Golden Faith Group Holdings Ltd,Golden Entertainment,false
1494531,49528,74241,Golden Friends Corp,Golden Ocean Group,false
2032573,66759,152771,Golden Gates Edelmetalle,Golden Minerals,false
2041618,68480,74241,Golden Gates Technologiemetalle,Golden Ocean Group,false
3793864,146679,147181,Golden Goose,Golden Star Ferries,false
1172270,44017,45774,Golden House Ltd,Golden Faith Group Holdings Ltd,false
2631900,89813,132237,GOLDEN LAND PROPERTY DEVELOPMENT PUBLIC COMPANY,GOLDEN BIOTECHNOLOGY CORPORATION,false
3787351,145149,146679,Golden Land Property Development Public Company,Golden Goose,false
1620768,56961,66759,Golden Lime Public Company Ltd,Golden Gates Edelmetalle,false
749780,27905,69263,Golden Minerals,Golden Peanut,false
1076233,38870,66759,"Golden Minerals
",Golden Gates Edelmetalle,false
171573,10363,68480,Golden Mountain,Golden Gates Technologiemetalle,false
2542615,86104,87814,GOLDEN OCEAN GROUP,GOLDEN ENTERTAINMENT,false
1079307,38086,46064,Golden Ocean Group,Golden Ponder Holdings Ltd,false
2037299,69263,101758,Golden Peanut,Golden Ocean Group,false
1321256,46064,87911,Golden Ponder Holdings Ltd,GOLDEN BIOTECHNOLOGY CORPORATION,false
1323616,45998,85593,Golden Power Group Holdings Ltd,GOLDEN AGRI-RESOURCES LTD,false
3442457,118998,140929,Golden Princess Film Production Ltd.,Golden Agri-resources Ltd,false
2702508,90169,102416,GOLDEN RESORTS GROUP,Golden Entertainment,false
3793867,145503,146679,Golden Resorts Group,Golden Goose,false
1335036,46126,152771,Golden Resorts Group Ltd,Golden Minerals,false
3775818,141369,143158,Golden Solar New Energy Technology Holdings Limited,Golden Entertainment,false
3617356,130359,142110,GOLDEN SOLAR NEW ENERGY TECHNOLOGY HOLDINGS LIMITED,Goldenmax International Technology,false
121521,7566,141448,Golden Star Facilities and Services,Golden Ocean Group,false
3793857,147181,150222,Golden Star Ferries,GoldenSparkOÃƒÂƒÃ…Â“(11683025),false
1451355,48845,118998,Golden Star Resources Ltd.,Golden Princess Film Production Ltd.,false
141881,8948,30393,Golden Tulip Chandigarh,Golden Ocean Group,false
122712,6369,106272,Golden Tulip Hotels,Golden Entertainment Inc,false
1627883,56692,152771,Golden Ventures Leasehold Real Estate Investment Trust,Golden Minerals,false
3775756,142110,143289,Goldenmax International Technology,Golden Eagle Retail Group,false
3659672,131100,150222,GOLDENMAX INTERNATIONAL TECHNOLOGY,GoldenSparkOÃƒÂƒÃ…Â“(11683025),false
3806942,150222,157319,GoldenSparkOÃƒÂƒÃ…Â“(11683025),Golden Entertainment,false
1317148,45433,119365,Goldlion Holdings Ltd,"Goldline, LLC",false
2061639,70471,120446,Goldman Sachs,goldman sachs group,true
3774227,141554,156631,Goldman Sachs Bdc,Goldman Sachs,true
2535499,86218,97975,GOLDMAN SACHS BDC,Goldman Sachs,true
3435211,120446,156631,goldman sachs group,Goldman Sachs,true
837536,31422,156631,Goldman Sachs Group,Goldman Sachs,true
4218793,161958,162125,GOLDMAN SACHS INTERNATIONAL,GOLDMAN SACHS GLOBAL HOLDINGS L.L.C.,true
107936,7453,7475,Goldmedal Electricals,Goldmedal Electricals,true
1433688,48658,150223,GoldSpot Discoveries Corp,GoldSpaceOÃƒÂƒÃ…Â“(11915056),false
78763,5069,45485,Goldstone Cements,Goldstream Investment Ltd,false
3684597,133287,144292,GOLDSUN BUILDING MATERIALS,Goldsun Building Materials,true
1483951,49327,88960,Goldsun Building Materials Co. Ltd,GOLDSUN BUILDING MATERIALS,true
2448865,85264,140608,GOLDWIN,Goldwin,true
1484690,50586,85264,"Goldwin, Inc.",GOLDWIN,true
2767657,94424,140466,Golub Capital,Golub Capital Bdc,true
3754579,140466,153676,Golub Capital Bdc,Golub Capital,true
2455080,85126,140466,GOLUB CAPITAL BDC,Golub Capital Bdc,true
2449790,84858,109683,GOME RETAIL HOLDINGS LIMITED,GOME Retail Holdings Ltd,true
2969255,109683,129184,GOME Retail Holdings Ltd,GOME RETAIL HOLDINGS LIMITED,true
1431891,47109,67201,GomSpace Group AB,GomSpace Group,true
2219299,78784,121671,G-ON,g-on,true
162204,10991,33356,Gong,Gong,true
1131488,41131,67120,GONG Galaxy,GONG Galaxy,true
2272606,80861,125195,GONGNIU GROUP,GONGNIU GROUP,true
1155870,44969,125195,Gongniu Group Co. Ltd,GONGNIU GROUP,true
3684590,133257,144266,GONGWIN BIOPHARM HOLDINGS,Gongwin Biopharm Holdings,true
1483996,49379,88926,Gongwin Biopharm Holdings Co. Ltd,GONGWIN BIOPHARM HOLDINGS,true
3223065,114641,114653,GOOD & BAD LIMITED,GOOD & NOVEL LIMITED,false
3213404,114638,114669,GOOD & CHEAP LIMITED,GOOD & TRUSTED LEGAL SERVICES LTD,false
3215457,114637,114665,GOOD & CO SOLICITORS LTD,GOOD & TRUSTED STORAGE LTD,false
3219160,114649,114660,GOOD & GOOD INVESTMENTS LIMITED,GOOD & SON LIMITED,false
3223068,114644,114653,GOOD & GOOD LIMITED,GOOD & NOVEL LIMITED,false
3221790,114651,114655,GOOD & HONEST LIMITED,GOOD & PROPER STUDIO LTD,false
3216464,114653,114664,GOOD & NOVEL LIMITED,GOOD & TRUSTED WILLS LTD,false
3219163,114652,114660,GOOD & PROPER LIMITED,GOOD & SON LIMITED,false
3219166,114655,114660,GOOD & PROPER STUDIO LTD,GOOD & SON LIMITED,false
3219168,114657,114660,GOOD & PROPER TEA CO LTD,GOOD & SON LIMITED,false
3214466,114660,114666,GOOD & SON LIMITED,GOOD & TILLOTSON LTD,false
3213429,114663,114669,GOOD & STEWART LIMITED,GOOD & TRUSTED LEGAL SERVICES LTD,false
3212358,114666,114671,GOOD & TILLOTSON LTD,GOOD & YOUNG LTD,false
3212361,114669,114671,GOOD & TRUSTED LEGAL SERVICES LTD,GOOD & YOUNG LTD,false
3212357,114665,114671,GOOD & TRUSTED STORAGE LTD,GOOD & YOUNG LTD,false
3212356,114664,114671,GOOD & TRUSTED WILLS LTD,GOOD & YOUNG LTD,false
3215431,114606,114699,GOOD ABEES LIMITED,GOOD AUTOS SERVICE CENTRE LTD,false
3251008,114616,114659,GOOD ABLE INTERNATIONAL TRADING LIMITED,GOOD AND PROPER BRISTOL LTD.,false
3245443,114614,114672,GOOD ACCOUNTANCY SERVICES LIMITED,GOOD APPEARANCE LTD,false
3212305,114613,114702,GOOD ACCOUNTANT LTD,GOOD AVIATION LIMITED,false
3235663,114615,114682,GOOD ACCOUNTS UK LTD,GOOD AS GOLD GROUP LIMITED,false
3235669,114621,114682,GOOD ACTIVITIES LTD,GOOD AS GOLD GROUP LIMITED,false
3273449,114618,114620,GOOD AD LTD,GOOD ADVICE LTD,false
3265717,114617,114631,GOOD ADAM CONSULTANCY LIMITED,GOOD AGE CARE LIMITED,false
3260346,114622,114640,GOOD ADVENTURES CIC,GOOD AND DRINK PLUS LTD,false
3227947,114619,114689,GOOD ADVICE DEBT COMPANY LIMITED,GOOD AS MEDICAL LTD,false
3233572,114625,114684,GOOD ADVICE FOR LIVING LTD,GOOD AS GOLD TATTOOS LIMITED,false
3258734,114620,114643,GOOD ADVICE LTD,GOOD AND EVIL CAPITAL LTD,false
3251016,114624,114659,GOOD ADVICE PUBLIC RELATIONS LIMITED,GOOD AND PROPER BRISTOL LTD.,false
3242518,114627,114675,GOOD ADVICE UK LIMITED,GOOD ANSWERS LTD,false
3254534,114623,114650,GOOD ADVICES CONSULTING LTD,GOOD AND LUCKY LTD,false
3251018,114626,114659,GOOD AFRICAN BRAND LTD,GOOD AND PROPER BRISTOL LTD.,false
3256248,114628,114647,GOOD AFRO LTD,GOOD AND GREEN LTD,false
3253675,114632,114654,GOOD AFTERNOON LTD,GOOD AND GREY LTD,false
3235679,114631,114682,GOOD AGE CARE LIMITED,GOOD AS GOLD GROUP LIMITED,false
3230267,114630,114687,GOOD AGRICULTURAL ENVIRONMENT COMPANY LIMITED,GOOD AS NEW LTD,false
3247356,114629,114668,GOOD AIM LIMITED,GOOD ANNOTATIONS LIMITED,false
3257927,114634,114645,GOOD ALPHA LIMITED,GOOD AND FINE LIMITED,false
3258750,114636,114643,GOOD ALTERNATIVES LIMITED,GOOD AND EVIL CAPITAL LTD,false
3221774,114635,114694,GOOD ANCESTOR LIMITED,GOOD AS PROPERTY LIMITED,false
3223057,114633,114693,GOOD ANCESTOR MOVEMENT LIMITED,GOOD AS NEW CLEANING SERVICES LTD,false
3259561,114639,114642,GOOD AND BETTER LTD,GOOD AND DESIGN LTD,false
3212334,114642,114702,GOOD AND DESIGN LTD,GOOD AVIATION LIMITED,false
3225566,114640,114691,GOOD AND DRINK PLUS LTD,GOOD AS NEW EMERGENCY CLEANING LTD,false
3230278,114643,114687,GOOD AND EVIL CAPITAL LTD,GOOD AS NEW LTD,false
3253687,114648,114654,GOOD AND FAIR SHOP LTD,GOOD AND GREY LTD,false
3230280,114646,114687,GOOD AND FAITHFUL UN- LIMITED,GOOD AS NEW LTD,false
3234648,114645,114683,GOOD AND FINE LIMITED,GOOD AS GOLD LONDON LIMITED,false
3238704,114647,114679,GOOD AND GREEN LTD,GOOD AS GOLD LIMITED,false
3212346,114654,114702,GOOD AND GREY LTD,GOOD AVIATION LIMITED,false
3220487,114650,114695,GOOD AND LUCKY LTD,GOOD AT WORK LTD,false
3242539,114658,114675,GOOD AND NICE LIMITED,GOOD ANSWERS LTD,false
3215479,114659,114699,GOOD AND PROPER BRISTOL LTD.,GOOD AUTOS SERVICE CENTRE LTD,false
3227978,114656,114689,GOOD AND PROPER STUFF LIMITED,GOOD AS MEDICAL LTD,false
3214467,114661,114700,GOOD AND PROPER ZERO WESTON CIC,GOOD AUTOS LIMITED,false
3224343,114662,114692,GOOD AND SHEPPARD CONSULTING LTD,GOOD AS NEW DEVELOPMENTS LTD,false
3230290,114667,114687,GOOD AND USEFUL LTD,GOOD AS NEW LTD,false
3235704,114673,114682,GOOD AND USEFUL TRADING LTD,GOOD AS GOLD GROUP LIMITED,false
3233601,114670,114684,GOOD ANGELS PROPETY LTD,GOOD AS GOLD TATTOOS LIMITED,false
3214473,114668,114700,GOOD ANNOTATIONS LIMITED,GOOD AUTOS LIMITED,false
3224350,114675,114692,GOOD ANSWERS LTD,GOOD AS NEW DEVELOPMENTS LTD,false
3215490,114674,114699,GOOD APP GUIDE LTD.,GOOD AUTOS SERVICE CENTRE LTD,false
3240654,114672,114677,GOOD APPEARANCE LTD,GOOD APPLE LIMITED,false
3221806,114676,114694,GOOD APPLE INDEPENDENT SCHOOL LTD,GOOD AS PROPERTY LIMITED,false
3235708,114677,114682,GOOD APPLE LIMITED,GOOD AS GOLD GROUP LIMITED,false
3233610,114680,114684,GOOD APPS LTD,GOOD AS GOLD TATTOOS LIMITED,false
3217842,114678,114697,GOOD AS GOLD CHILDMINDING SERVICES LTD,GOOD ASSOCIATES LIMITED,false
3225596,114682,114691,GOOD AS GOLD GROUP LIMITED,GOOD AS NEW EMERGENCY CLEANING LTD,false
3235712,114681,114682,GOOD AS GOLD JEWELLERS LIMITED,GOOD AS GOLD GROUP LIMITED,false
3231424,114679,114686,GOOD AS GOLD LIMITED,GOOD AS MEDIA LTD,false
3226808,114683,114690,GOOD AS GOLD LONDON LIMITED,GOOD AS NEW ( N I ) LIMITED,false
3216490,114684,114698,GOOD AS GOLD TATTOOS LIMITED,GOOD AS NEW WINDSCREENS LTD,false
3230306,114685,114687,GOOD AS GOLD WRITING SERVICES LIMITED,GOOD AS NEW LTD,false
3221816,114686,114694,GOOD AS MEDIA LTD,GOOD AS PROPERTY LIMITED,false
3364110,114689,114691,GOOD AS MEDICAL LTD,GOOD AS NEW EMERGENCY CLEANING LTD,false
3357451,114690,114700,GOOD AS NEW ( N I ) LIMITED,GOOD AUTOS LIMITED,false
