,company_country,company_revenue,company_name
3698,USA,1950000000.0,Shake Shack
3699,Norway,1950000000.0,Entra
3700,USA,1950000000.0,StoneX Group
3701,South Africa,1950000000.0,The Foschini Group
3702,Spain,1940000000.0,Laboratorios Farmaceuticos Rovi
3703,USA,1940000000.0,U.S. Cellular
3704,USA,1940000000.0,Trupanion
3705,Turkey,1940000000.0,TÃ¼rkiye KalkÄ±nma
3706,China,1940000000.0,Momo
3707,USA,1940000000.0,Newmark
3708,USA,1940000000.0,PriceSmart
3709,USA,1940000000.0,Expro Group
3710,Israel,1940000000.0,Enlight Renewable Energy
3711,USA,1930000000.0,Semtech
3712,USA,1930000000.0,Ironwood Pharmaceuticals
3713,Netherlands,1930000000.0,Basic-Fit
3714,USA,1930000000.0,Vector Group
3715,USA,1920000000.0,Rhythm Pharmaceuticals
3716,USA,1920000000.0,Safehold
3717,USA,1920000000.0,Silk Road Medical
3718,USA,1920000000.0,Allscripts
3719,Brazil,1920000000.0,BRF
3720,USA,1920000000.0,Rapid7
3721,Israel,1920000000.0,Electra
3722,Canada,1910000000.0,Stelco
3723,India,1910000000.0,IIFL Wealth Management
3724,USA,1910000000.0,GoodRx
3725,USA,1910000000.0,Masonite
3726,USA,1910000000.0,Agilysys
3727,Netherlands,1910000000.0,Alfen
3728,UK,1910000000.0,Verona Pharma
3729,USA,1910000000.0,USA Compression Partners
3730,Canada,1900000000.0,Altus Group
3731,USA,1900000000.0,Air Transport Services Group
3732,Australia,1900000000.0,Breville Group
3733,USA,1900000000.0,Empire State Realty Trust
3734,Guernsey,1900000000.0,Burford Capital
3735,Germany,1900000000.0,Software AG
3736,USA,1900000000.0,Retail Opportunity Investments
3737,USA,1900000000.0,Relay Therapeutics
3738,USA,1900000000.0,Bloomin' Brands
3739,USA,1890000000.0,Pacific Biosciences
3740,USA,1890000000.0,Compass Minerals
3741,France,1890000000.0,Constellium
3742,Belgium,1890000000.0,Telenet
3743,Germany,1890000000.0,SIGNA Sports United
3744,USA,1890000000.0,Victory Capital
3745,USA,1880000000.0,Carpenter Technology
3746,USA,1880000000.0,Rumble
3747,USA,1880000000.0,ICF International
3748,USA,1880000000.0,Remitly
3749,USA,1880000000.0,Tanger Factory Outlet Centers
3750,USA,1870000000.0,Green Plains
3751,USA,1870000000.0,CSW Industrials
3752,UK,1870000000.0,Farfetch
3753,USA,1870000000.0,Vertex
3754,Japan,1870000000.0,Toho Gas
3755,France,1870000000.0,Eutelsat
3756,Germany,1870000000.0,Hornbach Baumarkt
3757,USA,1860000000.0,Earthstone Energy
3758,Japan,1860000000.0,Pigeon
3759,USA,1860000000.0,Lakeland Financial Corp
3760,USA,1860000000.0,Materion
3761,USA,1860000000.0,ForgeRock
3762,Germany,1860000000.0,AUTO1
3763,USA,1860000000.0,Dave & Buster's
3764,USA,1860000000.0,Krispy Kreme
3765,USA,1860000000.0,CSG International
3766,UK,1860000000.0,RWS Holdings
3767,Argentina,1860000000.0,Pampa EnergÃ­a
3768,Brazil,1860000000.0,Americanas
3769,USA,1850000000.0,Credo Technology
3770,USA,1850000000.0,FibroGen
3771,UK,1850000000.0,PageGroup
3772,India,1850000000.0,WABCO India
3773,USA,1850000000.0,CareTrust REIT
3774,USA,1850000000.0,FormFactor
3775,USA,1850000000.0,Enterprise Financial Services Corp
3776,USA,1850000000.0,ArcBest
3777,USA,1850000000.0,NuStar Energy
3778,USA,1850000000.0,Ingles Markets
3779,USA,1850000000.0,MicroStrategy
3780,Singapore,1840000000.0,TDCX
3781,USA,1840000000.0,Helios Technologies
3782,USA,1840000000.0,Boot Barn Holdings
3783,USA,1840000000.0,AvidXchange
3784,USA,1840000000.0,Coursera
3785,USA,1840000000.0,Stock Yards Bancorp
3786,India,1830000000.0,Exide Industries
3787,USA,1830000000.0,NBT Bancorp
3788,Israel,1830000000.0,Harel Group
3789,Canada,1830000000.0,NuVista Energy
3790,Taiwan,1830000000.0,Formosa Sumco Technology
3791,USA,1830000000.0,ZipRecruiter
3792,Canada,1820000000.0,Boardwalk Real Estate Investment Trust
3793,Israel,1820000000.0,Alony Hetz
3794,USA,1820000000.0,Ventyx Biosciences
3795,USA,1820000000.0,The Cheesecake Factory
3796,USA,1810000000.0,N-Able
3797,USA,1810000000.0,Arvinas
3798,Spain,1810000000.0,Sacyr
3799,Indonesia,1810000000.0,XL Axiata
3800,India,1800000000.0,National Aluminum & Alloy
3801,USA,1800000000.0,Tidewater
3802,Germany,1800000000.0,Salzgitter
3803,USA,1800000000.0,Braves Group
3804,Austria,1800000000.0,Lenzing
3805,Chile,1800000000.0,ColbÃºn
3806,France,1800000000.0,Voltalia
3807,Canada,1800000000.0,Tilray
3808,USA,1800000000.0,Payoneer
3809,USA,1800000000.0,Northwest Bank
3810,USA,1790000000.0,Liberty Latin America
3811,Spain,1790000000.0,Almirall
3812,USA,1790000000.0,Urban Edge Properties
3813,New Zealand,1790000000.0,Goodman Property Trust
3814,UK,1790000000.0,Babcock International Group
3815,Canada,1780000000.0,Canadian Western Bank
3816,USA,1780000000.0,Warrior Met Coal
3817,UK,1780000000.0,Primary Health Properties
3818,USA,1780000000.0,CarGurus
3819,USA,1780000000.0,Warby Parker
3820,UK,1780000000.0,Pets at Home
3821,USA,1780000000.0,Frontdoor
3822,USA,1770000000.0,Alamo Group
3823,Switzerland,1770000000.0,Zug Estates Holding
3824,USA,1770000000.0,AssetMark
3825,USA,1770000000.0,TransMedics Group
3826,USA,1770000000.0,Sonic Automotive
3827,USA,1770000000.0,LifeStance Health Group
3828,New Zealand,1770000000.0,Ryman Healthcare
3829,Austria,1770000000.0,Immofinanz
3830,France,1770000000.0,Exclusive Networks
3831,Hong Kong,1760000000.0,Melco International Development
3832,Germany,1760000000.0,Pfeiffer Vacuum
3833,USA,1760000000.0,XPEL
3834,USA,1760000000.0,Hercules Capital
3835,Turkey,1760000000.0,TAV Airports Holding
3836,USA,1750000000.0,PROCEPT BioRobotics
3837,USA,1750000000.0,Mueller Water Products
3838,UK,1750000000.0,Victrex
3839,USA,1750000000.0,E2open
3840,S. Korea,1740000000.0,Shinsegae
3841,France,1740000000.0,Robertet
3842,UK,1740000000.0,AJ Bell
3843,USA,1740000000.0,Century Communities
3844,New Zealand,1740000000.0,Genesis Energy
3845,USA,1740000000.0,Winnebago Industries
3846,USA,1740000000.0,H&E Equipment Services
3847,USA,1740000000.0,FB Financial
3848,Brazil,1740000000.0,Usiminas
3849,Norway,1730000000.0,Olav Thon
3850,Canada,1730000000.0,NorthWest Healthcare Properties REIT
3851,Sweden,1730000000.0,Peab
3852,Denmark,1730000000.0,Aktieselskabet Schouw & Co.
3853,India,1730000000.0,Radico Khaitan
3854,Canada,1730000000.0,Labrador Iron Ore Royalty Corp.
3855,USA,1730000000.0,Oceaneering International
3856,S. Korea,1730000000.0,CJ Group
3857,Canada,1730000000.0,Sandstorm Gold
3858,USA,1730000000.0,ImmunityBio
3859,USA,1730000000.0,DigitalBridge Group
3860,USA,1730000000.0,RLJ Lodging Trust
3861,USA,1720000000.0,Pebblebrook Hotel Trust
3862,USA,1720000000.0,InterDigital
3863,USA,1720000000.0,NW Natural
3864,India,1720000000.0,Redington India
3865,Hong Kong,1720000000.0,Hongkong and Shanghai Hotels
3866,USA,1720000000.0,Duck Creek Technologies
3867,Singapore,1720000000.0,HPH Trust (Hutchison Port)
3868,Australia,1720000000.0,Tabcorp
3869,India,1720000000.0,Ratnamani Metals & Tubes
3870,Israel,1720000000.0,Energix Renewable Energies
3871,New Zealand,1710000000.0,Air New Zealand
3872,Switzerland,1710000000.0,Forbo Holding
3873,Japan,1710000000.0,Toyo Tire
3874,USA,1710000000.0,SpringWorks Therapeutics
3875,Czech Republic,1710000000.0,MONETA Money Bank
3876,Uruguay,1710000000.0,Arcos Dorados Holdings
3877,Canada,1710000000.0,Tamarack Valley Energy
3878,Canada,1710000000.0,Fairfax India Holdings
3879,India,1710000000.0,Hexaware Technologies
3880,Canada,1700000000.0,Superior Plus
3881,Bermuda,1700000000.0,Golden Ocean Group
3882,USA,1700000000.0,BRP Group
3883,Hong Kong,1700000000.0,Great Eagle
3884,USA,1700000000.0,Pacira Biosciences
3885,S. Korea,1700000000.0,LOTTE Corporation
3886,Germany,1690000000.0,Nagarro
3887,Netherlands,1690000000.0,TKH Group
3888,USA,1690000000.0,Delek US
3889,USA,1690000000.0,Adtalem Global Education
3890,Japan,1690000000.0,Tokai Carbon
3891,USA,1690000000.0,eXp World Holdings
3892,USA,1690000000.0,ProKidney
3893,USA,1690000000.0,International Seaways
3894,USA,1690000000.0,Cannae Holdings
3895,Indonesia,1690000000.0,Bank Danamon
3896,USA,1680000000.0,World Fuel Services
3897,Finland,1680000000.0,Sanoma
3898,Singapore,1680000000.0,Kenon Holdings
3899,USA,1680000000.0,Diamondrock Hospitality Company
3900,USA,1680000000.0,NMI Holdings
3901,USA,1680000000.0,Zeta Global
3902,USA,1670000000.0,First Bancorp
3903,Indonesia,1670000000.0,Bukalapak.com
3904,India,1670000000.0,DCM Shriram
3905,Canada,1670000000.0,First National Financial
3906,India,1670000000.0,Piramal Pharma
3907,Hong Kong,1670000000.0,Vtech
3908,India,1670000000.0,Aavas Financiers
3909,UK,1670000000.0,GlobalData
3910,USA,1660000000.0,Methode Electronics
3911,USA,1660000000.0,Tenneco
3912,South Africa,1660000000.0,Sappi
3913,India,1660000000.0,Bajaj Electricals
3914,UK,1660000000.0,Shaftesbury
3915,Canada,1660000000.0,MAG Silver
3916,Canada,1660000000.0,Freehold Royalties
3917,Canada,1660000000.0,Exchange Income Corporation
3918,South Africa,1660000000.0,Santam
3919,USA,1660000000.0,TriCo Bancshares
3920,Canada,1650000000.0,Eldorado Gold
3921,USA,1650000000.0,The Bancorp
3922,Canada,1650000000.0,StorageVault Canada
3923,USA,1650000000.0,Lindsay Corporation
3924,USA,1650000000.0,Syndax Pharmaceuticals
3925,USA,1650000000.0,Veris Residential
3926,USA,1650000000.0,Custom Truck One Source
3927,Canada,1650000000.0,Resolute Forest Products
3928,S. Korea,1650000000.0,Hanmi Pharmaceutical
3929,USA,1640000000.0,National Bank Holdings
3930,USA,1640000000.0,Phreesia
3931,Switzerland,1640000000.0,dormakaba
3932,USA,1640000000.0,Intapp
3933,France,1640000000.0,TF1
3934,UK,1640000000.0,Trainline
3935,USA,1640000000.0,Provident Financial Services
3936,USA,1640000000.0,Q2
3937,India,1640000000.0,SJVN
3938,Germany,1630000000.0,WÃ¼stenrot & WÃ¼rttembergische
3939,Bermuda,1630000000.0,Flex Lng
3940,USA,1630000000.0,MillerKnoll
3941,S. Korea,1630000000.0,JYP Entertainment
3942,USA,1630000000.0,Addus HomeCare
3943,USA,1630000000.0,TaskUs
3944,USA,1630000000.0,Prime Medicine
3945,USA,1620000000.0,InvenTrust Properties
3946,Malaysia,1620000000.0,Top Glove
3947,South Africa,1620000000.0,Redefine Properties
3948,USA,1620000000.0,Day One Biopharmaceuticals
3949,USA,1620000000.0,UCT (Ultra Clean Holdings)
3950,USA,1620000000.0,Getty Images
3951,Canada,1620000000.0,Birchcliff Energy
3952,USA,1620000000.0,Revance Therapeutics
3953,Poland,1620000000.0,Budimex
3954,USA,1620000000.0,TTM Technologies
3955,USA,1610000000.0,Xencor
3956,Canada,1610000000.0,Parex Resources
3957,USA,1610000000.0,Chinook Therapeutics
3958,USA,1610000000.0,Knowles
3959,USA,1610000000.0,Cohu
3960,USA,1610000000.0,Agios Pharmaceuticals
3961,USA,1600000000.0,Marten Transport
3962,India,1600000000.0,IDFC
3963,Canada,1600000000.0,EQB (Equitable Bank)
3964,UK,1600000000.0,Quilter
3965,USA,1600000000.0,Madison Square Garden
3966,Hong Kong,1600000000.0,Fortune REIT
3967,USA,1600000000.0,Veracyte
3968,Germany,1600000000.0,Biotest
3969,Bermuda,1600000000.0,Seadrill
3970,USA,1600000000.0,Herbalife
3971,France,1600000000.0,Criteo
3972,USA,1600000000.0,Getty Realty
3973,Chile,1600000000.0,Minera ValparaÃ­so
3974,USA,1590000000.0,Revolve
3975,USA,1590000000.0,MYR Group
3976,India,1590000000.0,IndiaMART
3977,India,1590000000.0,Sanofi India Limited
3978,Israel,1590000000.0,Shufersal
3979,China,1590000000.0,Zhejiang Jinke Tom Culture Industry
3980,USA,1590000000.0,Hain Celestial
3981,USA,1590000000.0,CSI
3982,Germany,1590000000.0,Jenoptik
3983,USA,1590000000.0,billtrust (BTRS)
3984,USA,1580000000.0,CommScope
3985,USA,1580000000.0,AAR
3986,USA,1580000000.0,Udemy
3987,Canada,1580000000.0,Richelieu Hardware
3988,UK,1580000000.0,Great Portland Estates
3989,USA,1580000000.0,Elme Communities
3990,USA,1580000000.0,Paragon 28
3991,Japan,1580000000.0,TODA corp
3992,Argentina,1580000000.0,Loma Negra
3993,India,1570000000.0,Chambal Fertilisers
3994,India,1570000000.0,Mahindra CIE
3995,India,1570000000.0,KIOCL
3996,USA,1570000000.0,Apollo Commercial Real Estate
3997,India,1570000000.0,Elgi Equipments
3998,India,1570000000.0,City Union Bank
3999,USA,1570000000.0,Hope Bancorp
4000,USA,1570000000.0,Brinker International
4001,USA,1570000000.0,Sandy Spring Bank
4002,USA,1570000000.0,Nuvalent
4003,Germany,1570000000.0,Curevac
4004,USA,1560000000.0,TG Therapeutics
4005,USA,1560000000.0,Westamerica Bancorporation
4006,S. Korea,1560000000.0,Fila
4007,USA,1560000000.0,Sally Beauty Holdings
4008,China,1560000000.0,XD Inc.
4009,Canada,1560000000.0,Cargojet
4010,Canada,1550000000.0,Peyto Exploration & Development
4011,USA,1550000000.0,Target Hospitality
4012,USA,1550000000.0,Oxford Industries
4013,India,1550000000.0,Happiest Minds Technologies
4014,Costa Rica,1550000000.0,Establishment Labs
4015,USA,1550000000.0,Infinera
4016,USA,1550000000.0,Granite Construction
4017,Russia,1550000000.0,Evraz
4018,USA,1550000000.0,Vivid Seats
4019,USA,1540000000.0,Horace Mann Educators
4020,USA,1540000000.0,LiveRamp
4021,Switzerland,1540000000.0,Bystronic AG
4022,USA,1540000000.0,Digital Turbine
4023,USA,1540000000.0,Montauk Renewables
4024,China,1540000000.0,Kingsoft Cloud
4025,Finland,1540000000.0,Nokian Tyres
4026,Canada,1530000000.0,Ballard Power Systems
4027,USA,1530000000.0,Rocket Pharmaceuticals
4028,Norway,1530000000.0,Borregaard
4029,USA,1530000000.0,Hillman Solutions
4030,South Africa,1520000000.0,Life Healthcare Group
4031,USA,1520000000.0,Galaxy Digital Holdings
4032,USA,1520000000.0,Arcellx
4033,USA,1520000000.0,Laureate Education
4034,Canada,1520000000.0,Secure Energy Services
4035,S. Korea,1520000000.0,Nongshim
4036,India,1520000000.0,Jindal Stainless
4037,Switzerland,1520000000.0,HBM Healthcare Investments
4038,USA,1520000000.0,Owens & Minor
4039,USA,1520000000.0,Stellar Bancorp
4040,USA,1520000000.0,Grayscale Bitcoin Trust
4041,Brazil,1510000000.0,Getnet
4042,Guernsey,1510000000.0,Super Group
4043,USA,1510000000.0,Veritiv
4044,India,1510000000.0,Indian Energy Exchange
4045,India,1510000000.0,KEC International
4046,Finland,1510000000.0,Vaisala
4047,S. Korea,1510000000.0,DSME (Daewoo Shipbuilding)
4048,USA,1510000000.0,Xenia Hotels & Resorts
4049,Israel,1510000000.0,Shikun & Binui
4050,Bermuda,1500000000.0,Bank of N. T. Butterfield & Son
4051,USA,1500000000.0,Veritex Holdings
4052,USA,1500000000.0,Model N
4053,USA,1500000000.0,KAR Auction Services
4054,USA,1500000000.0,First National of Nebraska
4055,Canada,1500000000.0,Enghouse Systems
4056,Sweden,1500000000.0,Oatly
4057,Cambodia,1500000000.0,Sihanoukville Autonomous Port
4058,USA,1490000000.0,Kymera Therapeutics
4059,USA,1490000000.0,SolarWinds
4060,USA,1490000000.0,Upwork
4061,Canada,1490000000.0,Trisura Group
4062,Japan,1490000000.0,DeNA
4063,USA,1490000000.0,ADTRAN
4064,USA,1490000000.0,Talos Energy
4065,Singapore,1490000000.0,Yanlord
4066,Luxembourg,1490000000.0,CorporaciÃ³n AmÃ©rica Airports
4067,Canada,1490000000.0,Chartwell Retirement Residences
4068,Poland,1490000000.0,Jastrzebska SpÃ³lka Weglowa
4069,UK,1490000000.0,Diversey
4070,USA,1490000000.0,Monarch Casino & Resort
4071,USA,1480000000.0,LegalZoom
4072,USA,1480000000.0,Triumph Bancorp
4073,Colombia,1480000000.0,Tecnoglass
4074,USA,1480000000.0,EverCommerce
4075,India,1480000000.0,Asahi India Glass
4076,USA,1480000000.0,BGC Partners
4077,USA,1480000000.0,Virtus Investment Partners
4078,USA,1470000000.0,Monro
4079,USA,1470000000.0,DICE Therapeutics
4080,South Africa,1470000000.0,Momentum Metropolitan
4081,USA,1470000000.0,Meridian Bioscience
4082,Canada,1460000000.0,K92 Mining
4083,Sweden,1460000000.0,Viaplay Group
4084,USA,1460000000.0,VIZIO
4085,UK,1460000000.0,Fever-Tree Drinks
4086,USA,1460000000.0,Vista Outdoor
4087,USA,1460000000.0,Gibraltar Industries
4088,Taiwan,1460000000.0,Formosa Taffeta
4089,India,1460000000.0,Sheela Foam
4090,USA,1460000000.0,Sixth Street Specialty Lending
4091,USA,1460000000.0,Grosvenor Capital Management
4092,South Africa,1460000000.0,Transaction Capital
4093,USA,1460000000.0,Cytek Biosciences
4094,USA,1460000000.0,Clearfield
4095,USA,1460000000.0,Deciphera Pharmaceuticals
4096,USA,1460000000.0,Harmonic
4097,India,1460000000.0,Suzlon
4098,USA,1450000000.0,Kinetik
4099,Nigeria,1450000000.0,Guaranty Trust Bank
4100,South Africa,1450000000.0,Dis-Chem Pharmacies
4101,Canada,1450000000.0,Hudbay Minerals
4102,USA,1450000000.0,LTC Properties
4103,USA,1450000000.0,Gulfport Energy
4104,UK,1450000000.0,Bodycote
4105,USA,1450000000.0,Sterling Check
4106,USA,1450000000.0,Jack in the Box
4107,Malaysia,1450000000.0,PMetal (Press Metal Aluminium)
4108,USA,1450000000.0,Acadia Realty Trust
4109,South Africa,1450000000.0,AVI Limited
4110,USA,1450000000.0,Chimera Investment Corporation
4111,USA,1440000000.0,Enerpac Tool Group
4112,Canada,1440000000.0,Andlauer Healthcare Group
4113,Poland,1440000000.0,Inter Cars
4114,USA,1440000000.0,Uranium Energy
4115,India,1440000000.0,Glenmark Pharmaceuticals
4116,USA,1440000000.0,Integral Ad Science
4117,USA,1440000000.0,Eagle Bancorp
4118,USA,1440000000.0,Patrick Industries
4119,USA,1440000000.0,Corsair Gaming
4120,India,1430000000.0,BASF India
4121,USA,1430000000.0,Archrock
4122,Brazil,1430000000.0,3R Petroleum
4123,USA,1430000000.0,Twist Bioscience
4124,Germany,1430000000.0,Deutsche EuroShop
4125,USA,1430000000.0,Arhaus
4126,USA,1430000000.0,Embecta
4127,USA,1430000000.0,Luminar Technologies
4128,USA,1430000000.0,Perimeter Solutions
4129,USA,1430000000.0,Mirion Technologies
4130,UK,1430000000.0,Savills
4131,Bermuda,1430000000.0,Nabors Industries
4132,UK,1420000000.0,Helios Towers
4133,USA,1420000000.0,Janus International Group
4134,Indonesia,1420000000.0,Jasa Marga
4135,USA,1420000000.0,Aurora Innovation
4136,USA,1410000000.0,Poshmark
4137,Canada,1410000000.0,Killam Apartment REIT
4138,India,1410000000.0,CDSL
4139,USA,1410000000.0,Marcus & Millichap
4140,USA,1410000000.0,Nevro
4141,Spain,1410000000.0,NH Hotel Group
4142,Bermuda,1410000000.0,Textainer Group
4143,USA,1410000000.0,Middlesex Water Company
4144,USA,1410000000.0,Recursion Pharmaceuticals
4145,Denmark,1410000000.0,Scandinavian Tobacco Group
4146,USA,1400000000.0,Construction Partners
4147,India,1400000000.0,Blue Star
4148,Canada,1400000000.0,Celestica
4149,USA,1390000000.0,Sovos Brands
4150,Malaysia,1390000000.0,YTL Corporation Berhad
4151,USA,1390000000.0,UNITI
4152,USA,1390000000.0,Amphastar Pharmaceuticals
4153,USA,1390000000.0,Compass Diversified Holdings
4154,India,1390000000.0,CenturyPly
4155,USA,1390000000.0,Global Net Lease
4156,Canada,1390000000.0,Uni-Select
4157,USA,1390000000.0,Myriad Genetics
4158,Austria,1390000000.0,RHI Magnesita
4159,USA,1390000000.0,Alexander & Baldwin
4160,India,1390000000.0,NLC India
4161,USA,1390000000.0,Huron Consulting
4162,Japan,1390000000.0,Pilot Corporation
4163,Malaysia,1380000000.0,Bank Islam Malaysia
4164,USA,1380000000.0,K12
4165,Thailand,1380000000.0,Siam City Cement (INSEE)
4166,USA,1380000000.0,Scholastic
4167,USA,1380000000.0,ACV Auctions
4168,USA,1380000000.0,Allegiant Air
4169,USA,1380000000.0,Live Oak Bank
4170,USA,1380000000.0,Berkshire Hills Bancorp
4171,USA,1380000000.0,Two Harbors Investment
4172,USA,1380000000.0,Montrose Environmental
4173,USA,1380000000.0,EQRx
4174,USA,1380000000.0,M/I Homes
4175,Bermuda,1380000000.0,DHT Holdings
4176,USA,1380000000.0,EchoStar
4177,Finland,1370000000.0,Fiskars
4178,USA,1370000000.0,GrafTech
4179,Canada,1370000000.0,Ero Copper
4180,China,1370000000.0,YOOZOO Interactive
4181,USA,1370000000.0,City Holding Company
4182,USA,1370000000.0,Hudson Pacific Properties
4183,USA,1360000000.0,First Busey
4184,Germany,1360000000.0,Hornbach Holding
4185,Australia,1360000000.0,Paladin Energy
4186,Poland,1360000000.0,KRUK SpÃ³lka Akcyjna
4187,Canada,1360000000.0,InterRent Real Estate Investment Trust
4188,Poland,1360000000.0,Asseco
4189,USA,1360000000.0,The Chefs' Warehouse
4190,Canada,1360000000.0,Russel Metals
4191,USA,1360000000.0,Magnite
4192,Austria,1360000000.0,AT&S Austria Technologie & Systemtechnik
4193,USA,1360000000.0,Par Pacific Holdings
4194,USA,1360000000.0,Paramount Group
4195,USA,1360000000.0,OSI Systems
4196,Germany,1360000000.0,GAG Immobilien
4197,Finland,1360000000.0,Uponor
4198,USA,1350000000.0,Rent-A-Center
4199,Canada,1350000000.0,International Petroleum
4200,India,1350000000.0,Hindustan Copper
4201,India,1350000000.0,V-Guard Industries
4202,USA,1350000000.0,CTS Corporation
4203,USA,1350000000.0,Trulieve Cannabis
4204,Germany,1350000000.0,secunet
4205,USA,1350000000.0,PRA Group
4206,S. Korea,1350000000.0,SM Entertainment
4207,USA,1350000000.0,NOW Inc.
4208,USA,1340000000.0,S&T Bancorp
4209,USA,1340000000.0,ModivCare
4210,USA,1340000000.0,The Beauty Health Company
4211,Norway,1340000000.0,Arendals Fossekompani
4212,USA,1340000000.0,Dynavax Technologies
4213,USA,1340000000.0,OFG Bancorp
4214,New Zealand,1340000000.0,Summerset Holdings
4215,Brazil,1340000000.0,Diagnosticos da America
4216,Austria,1340000000.0,Bank fÃ¼r Tirol und Vorarlberg
4217,USA,1340000000.0,Telephone and Data Systems
4218,India,1340000000.0,EIH Limited
4219,India,1340000000.0,Finolex Industries
4220,USA,1340000000.0,Amplitude
4221,Norway,1330000000.0,SpareBank 1
4222,Poland,1330000000.0,Polenergia
4223,USA,1330000000.0,Arcus Biosciences
4224,Mexico,1330000000.0,Vista Oil & Gas
4225,India,1330000000.0,RBL Bank
4226,USA,1330000000.0,Geo Group
4227,India,1330000000.0,Alembic Pharmaceuticals
4228,Japan,1330000000.0,Mixi
4229,USA,1330000000.0,Everi Holdings
4230,USA,1320000000.0,Kratos Defense & Security Solutions
4231,USA,1320000000.0,Genesis Energy L.P.
4232,USA,1320000000.0,First Commonwealth Financial Corp
4233,USA,1320000000.0,Calumet Specialty Products Partners
4234,USA,1320000000.0,1st Source
4235,USA,1320000000.0,Aris Water Solutions
4236,Canada,1320000000.0,goeasy
4237,USA,1320000000.0,Ladder Capital
4238,USA,1320000000.0,Utz Brands
4239,S. Korea,1320000000.0,HiteJinro
4240,S. Korea,1320000000.0,Ottogi
4241,USA,1320000000.0,CoreCivic
4242,UK,1320000000.0,Hipgnosis Songs Fund
4243,USA,1310000000.0,Avidity Biosciences
4244,USA,1310000000.0,iRobot
4245,USA,1310000000.0,TechTarget
4246,France,1310000000.0,Atos
4247,USA,1310000000.0,Planet Labs
4248,USA,1310000000.0,Keros Therapeutics
4249,USA,1310000000.0,Treace Medical Concepts
4250,USA,1310000000.0,Kaiser Aluminum
4251,USA,1310000000.0,Xometry
4252,USA,1300000000.0,Medifast
4253,USA,1300000000.0,MannKind Corp
4254,Canada,1300000000.0,Centerra Gold
4255,USA,1300000000.0,Universal Corporation
4256,Netherlands,1300000000.0,Eurocommercial Properties
4257,USA,1300000000.0,Travere Therapeutics
4258,China,1300000000.0,Ourpalm
4259,Austria,1290000000.0,AMAG Austria Metall
4260,China,1290000000.0,Waterdrop Inc.
4261,USA,1290000000.0,Meta Financial Group
4262,Brazil,1290000000.0,Afya
4263,USA,1290000000.0,Alkami Technology
4264,USA,1290000000.0,Saul Centers
4265,USA,1290000000.0,OceanFirst Financial
4266,USA,1290000000.0,Reata Pharmaceuticals
4267,USA,1290000000.0,Apollo Medical Holdings
4268,USA,1280000000.0,SchrÃ¶dinger
4269,Israel,1280000000.0,Perion Network
4270,Cayman Islands,1280000000.0,Fresh Del Monte Produce
4271,Greece,1280000000.0,GasLog
4272,Bermuda,1280000000.0,SFL Corp
4273,UK,1280000000.0,Gamma Communications
4274,Canada,1280000000.0,Orla Mining
4275,USA,1280000000.0,Replimune
4276,Luxembourg,1280000000.0,FREYR Battery
4277,Canada,1280000000.0,Iamgold
4278,USA,1280000000.0,V2X
4279,USA,1270000000.0,FIGS
4280,Germany,1270000000.0,CropEnergies
4281,USA,1270000000.0,Ready Capital
4282,New Zealand,1270000000.0,Precinct Properties
4283,USA,1270000000.0,Federal Agricultural Mortgage
4284,USA,1270000000.0,P10
4285,USA,1270000000.0,Hims & Hers Health
4286,USA,1270000000.0,Mativ Holdings
4287,Norway,1270000000.0,Veidekke
4288,USA,1270000000.0,Safety Insurance
4289,UK,1270000000.0,RSA Insurance Group
4290,Germany,1260000000.0,Wacker Neuson
4291,Israel,1260000000.0,Maytronics
4292,Germany,1260000000.0,TAG Immobilien
4293,USA,1260000000.0,Geron
4294,USA,1260000000.0,ANGI Homeservices
4295,India,1260000000.0,Aether Industries
4296,USA,1260000000.0,Enovix
4297,Canada,1260000000.0,The North West Company
4298,USA,1260000000.0,Blucora
4299,USA,1260000000.0,Goosehead Insurance
4300,India,1250000000.0,Hudco
4301,USA,1250000000.0,Verve Therapeutics
4302,USA,1250000000.0,Kronos Worldwide
4303,USA,1250000000.0,Avanos Medical
4304,USA,1250000000.0,Standex
4305,France,1250000000.0,Casino Guichard-Perrachon
4306,USA,1250000000.0,Dime Community Bancshares
4307,Turkey,1250000000.0,OYAK Ãimento
4308,China,1250000000.0,Dingdong Maicai
4309,USA,1250000000.0,Digi International
4310,USA,1250000000.0,Heartland Express
4311,USA,1240000000.0,PBF Logistics
4312,Norway,1240000000.0,Atea ASA
4313,India,1240000000.0,Jindal Stainless (Hisar)
4314,USA,1240000000.0,Pediatrix Medical Group
4315,UK,1240000000.0,Aston Martin
4316,USA,1240000000.0,Stewart Information Services
4317,Sweden,1240000000.0,Truecaller
4318,USA,1240000000.0,PC Connection
4319,China,1230000000.0,NetDragon Websoft
4320,USA,1230000000.0,Outset Medical
4321,USA,1230000000.0,Service Properties Trust
4322,Canada,1230000000.0,dentalcorp
4323,USA,1230000000.0,Abercrombie & Fitch
4324,Israel,1230000000.0,Partner Communications
4325,Spain,1230000000.0,Pharma Mar
4326,China,1230000000.0,tuya
4327,USA,1220000000.0,HNI Corporation
4328,USA,1220000000.0,Green Brick Partners
4329,Germany,1220000000.0,Bilfinger
4330,USA,1220000000.0,NextGen Healthcare
4331,USA,1220000000.0,Primoris Services Corporation
4332,Canada,1220000000.0,Equinox Gold
