,company_founded,company_location,company_industry,company_name
1652,1935,DÃ¼sseldorf,Financials,ARAG SE
1653,1923,LoÃburg,Industrials,Arburg
1654,1999,Essen,Consumer services,Arcandor
1655,1996,Eschborn,Telecommunications,Arcor
1656,2007,Cologne,Consumer goods,Armedangels
1657,1910,Ingolstadt,Consumer goods,Audi
1658,1903,Berlin,Consumer goods,August Storck
1659,2008,Hamburg,Basic materials,Aurubis
1660,1932,Neckarsulm,Consumer goods,Auto Union
1661,1946,Berlin,Consumer services,Axel Springer AG
1662,1839,Melsungen,Health care,B. Braun
1663,1912,Potsdam,Consumer services,Babelsberg Studio
1664,1889,Hanover,Consumer goods,Bahlsen
1665,1865,Ludwigshafen,Basic materials,BASF
1666,1919,GrÃ¼nwald,Consumer services,Bavaria Film Studios
1667,1863,Leverkusen,Health care,Bayer
1668,1923,Munich,Consumer goods,BayWa
1669,1970,Schiltach,Consumer goods,BBS Kraftfahrzeugtechnik
1670,1983,Neckarsulm,Technology,Bechtle
1671,1873,Bremen,Consumer goods,Beck's Brewery
1672,1905,Stuttgart,Industrials,Behr GmbH & Co. KG
1673,1989,Willich,Consumer goods,Behringer
1674,1882,Hamburg,Consumer goods,Beiersdorf
1675,1993,Berlin,Technology,Bellevue Investments
1676,1718,Hanover,Industrials,Benecke-Kaliko
1677,1835,GÃ¼tersloh,Consumer services,Bertelsmann
1678,1924,Heilbronn,Consumer goods,Beyerdynamic
1679,1880,Mannheim,Industrials,Bilfinger
1680,1774,Neustadt,Consumer goods,Birkenstock
1681,1817,Bitburg,Consumer goods,Bitburger Brewery
1682,2008,Mainz,Healthcare,BioNTech
1683,1877,Hamburg,Industrials,Blohm+Voss
1684,2008,Berlin,Consumer services,BMG Rights Management
1685,1916,Munich,Consumer goods,BMW
1686,1885,Ingelheim am Rhein,Health care,Boehringer Ingelheim
1687,1957,Boppard,Industrials,BOMAG
1688,1977,Bottrop,Consumer services,Brabus
1689,1921,Kronberg,Consumer goods,Braun
1690,1874,MÃ¼lheim,Basic materials,Brenntag
1691,1853,Berlin,Consumer goods,C. Bechstein
1692,1859,Hamburg,Industrials,C. Illies & Co.
1693,1886,Ulm,Industrials,Carl Walther GmbH
1694,1846,Oberkochen,Health care,Carl Zeiss AG
1695,2000,TÃ¼bingen,Health care,CureVac
1696,1835,Stuttgart,Health care,Celesio
1697,1948,LÃ¼beck,Consumer services,CineStar
1698,1905,Munich,Consumer services,Circus Krone
1699,1913,Harsewinkel,Industrials,Claas
1700,1870,Frankfurt,Financials,Commerzbank
1701,1955,Frankfurt,Consumer services,Condor Flugdienst
1702,1871,Hanover,Industrials,Continental AG
1703,2015,Leverkusen,Basic materials,Covestro
1704,2007,Stuttgart,Consumer goods,Daimler AG
1705,1992,Munich,Consumer services,Dba
1706,1989,Bad Homburg vor der HÃ¶he,Conglomerates,Delton
1707,1994,Berlin,Industrials,Deutsche Bahn
1708,1870,Frankfurt,Financials,Deutsche Bank
1709,1992,Frankfurt,Financials,Deutsche BÃ¶rse
1710,1898,Hanover,Consumer goods,Deutsche Grammophon
1711,1947,Hanover,Consumer services,Deutsche Messe
1712,2015,UnterschleiÃheim,Financials,Deutsche Pfandbriefbank
1713,1995,Bonn,Industrials,Deutsche Post
1714,1995,Bonn,Telecommunications,Deutsche Telekom
1715,1975,Frankfurt,Financials,Deutsche VermÃ¶gensberatung
1716,1864,Cologne,Industrials,Deutz AG
1717,1969,Bonn,Industrials,DHL Express
1718,1873,Eppingen,Industrials,Dieffenbacher
1719,2006,Ãberlingen,Industrials,Diehl Aerospace
1720,2004,Ãberlingen,Industrials,Diehl Defence
1721,1938,RÃ¶thenbach an der Pegnitz,Industrials,Diehl Metall
1722,1994,Bad Steben,Consumer goods,Diezel
1723,1993,Vachendorf,Consumer services,Djshop
1724,1967,Paris,Consumer services,Accor
1725,1918,Toulouse,Consumer services,AÃ©ropostale
1726,1999,Paris,Industrials,AÃ©rospatiale-Matra
1727,1933,Tremblay-en-France,Consumer services,Air France
1728,2004,Tremblay-en-France,Consumer services,Air FranceâKLM
1729,1970,Toulouse,Industrials,Airbus
1730,1902,Paris,Industrial,Air Liquide
1731,2006,Boulogne-Billancourt,Technology,Alcatel-Lucent
1732,1969,Paris,Consumer goods,Ales Groupe
1733,1928,Saint-Ouen,Industrials,Alstom
1734,1982,Paris,Industrials,Altran
1735,1992,Issy-les-Moulineaux,Consumer services,Amaury Sport Organisation
1736,2015,Issy-les-Moulineaux,Industrials,ArianeGroup
1737,1980,Courcouronnes,Industrials,Arianespace
1738,1999,Lyon,Technology,Arkane Studios
1739,1991,Strasburg,Consumer services,Arte
1740,2006,Paris,Industrials,Astrium
1741,1995,Bordeaux,Technology,AT Internet
1742,1983,Paris,Technology,Atari SA
1743,2003,Levallois-Perret,Financials,Atisreal
1744,1988,Bezons,Technology,Atos
1745,1961,Croix,Consumer services,Auchan
1746,1817,Paris,Financials,Axa
1747,1875,Lyon,Consumer goods,Babolat
1748,1764,Paris,Consumer goods,Baccarat
1749,2008,Paris,Consumer services,Banijay
1750,1875,Paris,Financials,Banque de l'Indochine
1751,1865,Paris,Consumer goods,Bel Group
1752,1848,Paris,Financials,BNP Paribas
1753,1822,Puteaux,Industrials,BollorÃ©
1754,1853,Villeneuve d'Ascq,Consumer goods,Bonduelle
1755,1994,Paris,Telecommunications,Bouygues Telecom
1756,1952,Paris,Conglomerates,Bouygues
1757,1972,Roscoff,Industrials,Brittany Ferries
1758,1998,Molsheim,Consumer goods,Bugatti Automobiles
1759,1984,Issy-les-Moulineaux,Consumer services,Canal+
1760,1967,Paris,Industrials,Capgemini
1761,1958,Boulogne-Billancourt,Consumer services,Carrefour
1762,1847,Saint-Ouen,Consumer goods,Cartier
1763,1978,Paris,Consumer services,Celio
1764,1909,Neuilly-sur-Seine,Consumer goods,Chanel
1765,1876,Cachan,Consumer goods,Chantelle
1766,1946,Paris,Consumer goods,Christian Dior SE
1767,1919,Rueil-Malmaison,Consumer goods,CitroÃ«n
1768,1978,Marseille,Industrials,CMA CGM
1769,1987,Cestas,Technology,Com One group
1770,1894,Montrouge,Financials,CrÃ©dit Agricole
1771,1894,Paris,Financials,CrÃ©dit Commercial de France
1772,1882,Paris,Financials,CrÃ©dit Mutuel
1773,1967,Saint-Priest,Consumer services,Conforama
1774,1852,Charenton-le-Pont,Financials,CrÃ©dit Foncier de France
1775,1863,Paris,Financials,CrÃ©dit Lyonnais
1776,2005,Paris,Technology,Criteo
1777,1919,Paris,Consumer goods,Danone
1778,1929,Paris,Industrials,Dassault Aviation
1779,1981,VÃ©lizy-Villacoublay,Technology,Dassault SystÃ¨mes
1780,1812,Paris,Consumer goods,Debacq & Cie
1781,1976,Villeneuve-d'Ascq,Consumer goods,Decathlon
1782,1996,Paris,Financials,Dexia
1783,1961,Paris,Consumer goods,Diptyque
1784,2010,Paris,Industrials,Edenred
1785,1944,Boulogne-Billancourt,Consumer services,Ãditions Philippe Amaury
1786,2000,Paris,Consumer goods,Eisenberg Paris
1787,1946,Paris,Utilities,ÃlectricitÃ© de France
1788,1967,Courbevoie,Oil & gas,Elf Aquitaine
1789,2008,La DÃ©fense,Utilities,Engie
1790,1849,Charenton-le-Pont,Health care,EssilorLuxottica
1791,1977,Paris,Telecommunications,Eutelsat
1792,1954,Ivry-sur-Seine,Consumer services,Fnac
1793,1958,Courbevoie,Nuclear industries,Framatome
1794,1999,Paris,Telecommunications,Free
1795,1912,Paris,Consumer services,Galeries Lafayette
1796,2000,Paris,Technology,Gameloft
1797,1999,Paris,Technology,Gandi
1798,1895,Neuilly-sur-Seine,Consumer services,Gaumont
1799,1989,Paris,Health care,Genset
1800,1986,Paris,Industrials,Getlink
1801,2009,Paris,Financials,Groupe BPCE
1802,1931,Les Clayes-sous-Bois,Technology,Groupe Bull
1803,1898,Saint-Ãtienne,Consumer services,Groupe Casino
1804,1826,Paris,Consumer services,Hachette
1805,1826,Paris,Consumer services,Hachette Filipacchi MÃ©dias
1806,1968,Paris,Consumer services,Havas
1807,1837,Paris,Consumer goods,HermÃ¨s
1808,1853,Paris,Industrials,Hutchinson SA
1809,1990,Paris,Telecommunications,Iliad SA
1810,1964,Neuilly-sur-Seine,Industrials,JCDecaux
1811,2001,Paris,Consumer services,Keolis
1812,1963,Paris,Consumer goods,Kering
1813,1991,Paris,Industrials,La Poste
1814,1951,Paris,Health care,Laboratoires Pierre Fabre
1815,1933,Troyes,Consumer goods,Lacoste
1816,1933,Laval,Consumer goods,Lactalis
1817,1833,Paris,Industrials,Lafarge
1818,1930,Paris,Consumer goods,Lafuma
1819,1922,Paris,Consumer services,LagardÃ¨re Group
1820,1935,Paris,Consumer goods,LancÃ´me
1821,1882,Entzheim,Consumer goods,Le Coq Sportif
1822,1907,Suresnes,Consumer goods,Le ZÃ¨bre
1823,1909,Clichy,Consumer goods,L'OrÃ©al
1824,1854,Paris,Consumer goods,Louis Vuitton
1825,1987,Paris,Consumer goods,LVMH
1826,1995,Paris,Technology,Mandriva
1827,1964,Metz,Industrials,Manuloc
1828,1969,Marseille,Industrials,Maritima Ferries
1829,1996,Toulouse,Industrials,Matra Marconi Space
1830,1964,Romorantin-Lanthenay,Consumer goods,Matra
1831,1889,Annecy,Consumer goods,Mavic
1832,1985,Montrouge,Technology,MC2 France
1833,1889,Clermont-Ferrand,Consumer goods,Michelin
1834,1984,Montreuil,Technology,MicroÃ¯ds
1835,1880,Saint-Sauveur-de-Montagut,Consumer goods,Montagut
1836,2003,Paris,Consumer services,MoonScoop Group
1837,1631,Paris,Industrials,Naval Group
1838,1996,Valbonne,Health care,NicOx
1839,1970,Lesquin,Consumer goods,Norauto
1840,1988,Paris,Telecommunications,Orange S.A.
1841,2017,Courbevoie,Nuclear industries,Orano
1842,1985,MÃ©rignac,Consumer goods,Oxbow
1843,1994,Paris,Industrials,Parrot SA
1844,1896,Paris,Consumer services,PathÃ©
1845,1993,OrlÃ©ans,Industrials,Pentalog
1846,1975,Paris,Consumer goods,Pernod Ricard
1847,1810,Rueil-Malmaison,Consumer goods,Peugeot
1848,1976,Rueil-Malmaison,Consumer goods,PSA Group
1849,1926,Paris,Industrials,Publicis
1850,1997,Paris,Technology,Quantic Dream
1851,1948,Paris,Consumer services,RATP Group
1852,1899,Boulogne-Billancourt,Consumer goods,Renault
1853,1967,Paris,Industrials,Rexel
1854,1998,La DÃ©fense,Basic materials,Rhodia
1855,1928,Paris,Basic materials,RhÃ´ne-Poulenc
1856,2005,Paris,Industrials,Safran
1857,1924,Paris,Technology,SAGEM
1858,1665,La DÃ©fense,Industrials,Saint-Gobain
1859,1947,Ãpagny-Metz-Tessy,Consumer goods,Salomon Group
1860,2004,Paris,Health care,Sanofi
1861,1836,Rueil-Malmaison,Industrials,Schneider Electric
1862,1885,Puteaux,Industrials,SDV International Logistics
1863,1969,Paris,Consumer services,Sephora
1864,1954,Suresnes,Health care,Servier
1865,1987,Paris,Telecommunications,SFR
1866,2009,LabÃ¨ge,Technology,Sigfox
1867,1938,Saint-Denis,Consumer services,SNCF
1868,1945,Courcouronnes,Industrials,Snecma
1869,1945,Clichy,Consumer goods,SociÃ©tÃ© Bic
1870,1864,La DÃ©fense,Financials,SociÃ©tÃ© GÃ©nÃ©rale
1871,1966,Issy-les-Moulineaux,Industrials,Sodexo
1872,2002,Paris,Technology,Sogeti
1873,1968,Annecy,Technology,Sopra Steria
1874,1997,Paris,Utilities,Suez
1875,1893,Issy-les-Moulineaux,Consumer services,Technicolor SA
1876,1958,Paris,Industrials,Technip
1877,1987,Boulogne-Billancourt,Consumer services,TF1 Group
1878,2000,La DÃ©fense,Industrials,Thales Group
1879,1879,Paris,Industrials,Thomson-CSF
1880,1924,Courbevoie,Oil & gas,TotalEnergies
1881,1986,Rennes,Technology,Ubisoft
1882,1853,Paris,Utilities,Veolia
1883,1899,Rueil-Malmaison,Industrials,Vinci SA
1884,1853,Paris,Consumer services,Vivendi
1885,1884,Paris,Consumer goods,Waterman
1886,1965,Boulogne-Billancourt,Consumer goods,Yoplait
1887,1851,Helsinki,Basic materials,Ahlstrom
1888,1991,Helsinki,Financials,Aktia Bank
1889,1932,Helsinki,Consumer services,Alko
1890,1849,Helsinki,Consumer services,Alma Media
1891,1999,Helsinki,Consumer goods,Altia
1892,1950,Helsinki,Consumer goods,Amer Sports
1893,1919,Mariehamn,Financials,Bank of Ãland
1894,1985,Espoo,Technology,Basware
1895,1985,Oulu,Consumer goods,Bittium
1896,2005,Helsinki,Industrials,Cargotec
1897,2001,Oulu,Technology,Codenomicon
1898,2000,Helsinki,Telecommunications,DNA Oyj
1899,1995,Helsinki,Industrials,EckerÃ¶ Line
1900,1955,Espoo,Consumer goods,EKS
1901,1882,Helsinki,Telecommunications,Elisa
1902,1891,Helsinki,Consumer services,Fazer
1903,1996,Helsinki,Utilities,Fingrid
1904,1923,Vantaa,Consumer services,Finnair
1905,1947,Helsinki,Industrials,Finnlines
1906,1649,Helsinki,Consumer goods,Fiskars
1907,1998,Espoo,Utilities,Fortum
1908,1988,Helsinki,Technology,F-Secure
1909,1836,Helsinki,Consumer goods,Hartwall
1910,1966,Turku,Consumer services,Hesburger
1911,1913,Turku,Consumer goods,HKScan
1912,2011,Helsinki,Financials,Holvi
1913,1920,Espoo,Industrials,HuhtamÃ¤ki
1914,1920,Helsinki,Basic materials,Kemira
1915,1949,Lahti,Industrials,Kemppi
1916,1940,Helsinki,Consumer services,Kesko
1917,1910,Helsinki,Industrials,Kone
1918,1994,HyvinkÃ¤Ã¤,Industrials,Konecranes
1919,1987,Helsinki,Consumer services,Kotipizza
1920,1910,Helsinki,Industrials,LemminkÃ¤inen Group
1921,1951,Helsinki,Consumer goods,Marimekko
1922,1947,Helsinki,Basic materials,MetsÃ¤ Group
1923,1999,Helsinki,Industrials,Metso
1924,1948,Espoo,Oil & gas,Neste
1925,1865,Espoo,Industrials,Nokia
1926,2007,Espoo,Technology,Nokia Networks
1927,1898,Helsinki,Consumer goods,Nokian Jalkineet
1928,1932,Nokia,Consumer goods,Nokian Tyres
1929,1878,Helsinki,Consumer goods,Olvi
1930,1891,Helsinki,Financials,OP Financial Group
1931,1917,Espoo,Health care,Orion Corporation
1932,1932,Helsinki,Basic materials,Outokumpu
1933,2006,Espoo,Industrials,Outotec
1934,1997,Helsinki,Industrials,Patria
1935,1971,Helsinki,Health care,Planmeca
1936,1943,Helsinki,Utilities,Pohjolan Voima
1937,1977,Kempele,Consumer goods,Polar Electro
1938,1970,VieremÃ¤,Industrials,Ponsse Corporation
1939,1995,Eurajoki,Industrials,Posiva
1940,1638,Helsinki,Logistics,Posti Group
1941,1958,Vantaa,Industrials,PÃ¶yry
1942,1993,Helsinki,Technology,Process Vision
1943,1939,Raisio,Consumer goods,Raisio Group
1944,1960,Helsinki,Industrials,Rautaruukki
1945,2003,Espoo,Technology,Rovio Entertainment
1946,1904,Helsinki,Consumer services,S Group
1947,1909,Helsinki,Financials,Sampo Group
1948,1999,Helsinki,Consumer services,Sanoma
1949,1957,Helsinki,Industrials,Silja Line
1950,1931,Helsinki,Industrials,Sisu Auto
1951,2008,Helsinki,Financials,Solidium
1952,1995,Helsinki,Technology,SSH Communications Security
1953,1995,Helsinki,Oil & gas,St1
1954,1969,Oulu,Industrials,Stenfors
1955,1862,Helsinki,Consumer services,Stockmann
1956,1990,Helsinki,Technology,Stonesoft Corporation
1957,1998,Helsinki,Basic materials,Stora Enso
1958,1898,Helsinki,Consumer goods,Suominen Corporation
1959,2010,Helsinki,Technology,Supercell
1960,1936,Vantaa,Consumer goods,Suunto
1961,2004,Espoo,Basic materials,Talvivaara Mining Company
1962,1968,Helsinki,Technology,Tieto
1963,1862,Vantaa,Basic materials,Tikkurila
1964,1996,Helsinki,Basic materials,UPM-Kymmene
1965,1993,Vaasa,Industrials,Vacon
1966,1936,Vantaa,Technology,Vaisala
1967,1905,Helsinki,Consumer goods,Valio
1968,1968,Uusikaupunki,Consumer goods,Valmet Automotive
1969,2013,Espoo,Industrials,Valmet
1970,1951,ÃÃ¤nekoski,Industrials,Valtra
1971,1992,Helsinki,Consumer services,Verkkokauppa.com
1972,1963,Mariehamn,Industrials,Viking Line
1973,1862,Helsinki,Industrials,VR
1974,1834,Helsinki,Industrials,WÃ¤rtsilÃ¤
1975,1807,Tartu,Consumer goods,A. Le Coq
1976,2002,Tallinn,Consumer services,Airest
1977,1990,Tallinn,Oil & gas,Alexela
1978,1999,Tallinn,Technology,Aqris
1979,1992,Tallinn,Telecommunications,AS Starman
1980,1991,Tallinn,Consumer services,Avies
1981,1928,Tallinn,Consumer services,Baltika Group
1982,1912,Tallinn,Industrials,BLRT Grupp
1983,2013,Tallinn,Technology,Bolt
1984,2010,Tallinn,Consumer services,Copterline
1985,1939,Tallinn,Utilities,Eesti Energia
1986,1990,Tallinn,Utilities,Eesti Gaas
1987,1992,Tallinn,Industrials,Eesti Raudtee
1988,1998,Tallinn,Utilities,Elering
1989,1998,Tallinn,Consumer services,Elron
1990,1945,JÃµhvi,Basic materials,Enefit Kaevandused
1991,1959,JÃµhvi,Industrials,Enefit Solutions
1992,1994,Tallinn,Consumer services,Enimex
1993,?,Tartu,Technology,EstDomains
1994,1950,Tallinn,Consumer goods,Estonia Piano Factory
1995,2001,Tallinn,Consumer services,Estonian Record Productions
1996,2007,Tartu,Financials,Fortumo
1997,1998,Tallinn,Consumer services,GoRail
1998,1806,Lehmja,Consumer goods,Kalev
1999,1898,Tallinn,Consumer goods,Liviko
2000,2005,Tallinn,Consumer services,Moonwalk Records
2001,1980,Auvere,Oil & gas,Narva Oil Plant
2002,2000,Tallinn,Technology,Nortal
2003,1994,Tartu,Consumer services,Olerex
2004,1638,Tallinn,Logistics,Omniva
2005,?,Tallinn,Consumer services,Publishing House ERSEN
2006,1999,Tartu,Health care,Quattromed
2007,1890,RoodevÃ¤lja,Consumer goods,Rakvere Lihakombinaat
2008,1992,Kuressaare,Industrials,Saaremaa Shipping Company
2009,1820,Saku,Consumer goods,Saku Brewery
2010,2008,Tallinn,Financials,SEB Pank
2011,1995,Tallinn,Consumer services,Selver
2012,1995,Tallinn,Consumer services,Sky Media Group
2013,2006,Tallinn,Industrials,SmartPost
2014,1991,Tallinn,Consumer services,STV
2015,1989,Tallinn,Industrials,Tallink
2016,1991,Tallinn,Consumer services,Tallinna Linnatranspordi AS
2017,1999,Tallinn,Consumer services,TÃ¤napÃ¤ev
2018,2000,Tartu,Consumer goods,Tartu Mill
2019,1993,Tallinn,Telecommunications,Telia Eesti
2020,1959,Tallinn,Industrials,Tondi Elektroonika
2021,?,Tallinn,Consumer services,TopTen
2022,?,Tallinn,Consumer services,Ãlemiste Keskus
2023,1991,Tallinn,Consumer services,Varrak
2024,1924,Kohtla-JÃ¤rve,Oil & gas,Viru Keemia Grupp
2025,1993,Narva,Utilities,VKG ElektrivÃµrgud
2026,2007,Tartu,Technology,ZeroTurnaround
2027,1912,Virum,Industrials,Alectia
2028,1923,HÃ¸rsholm,Health care,ALK-AbellÃ³
2029,1873,Copenhagen,Consumer services,Aller Media
2030,1792,Copenhagen,Financials,Alm. Brand
2031,1937,Copenhagen,Health care,Ambu
2032,1969,Aarhus,Industrials,Arkitema Architects
2033,2000,Viby J,Consumer goods,Arla Foods
2034,1959,Copenhagen,Consumer services,Arp-Hansen Hotel Group
2035,1925,Struer,Consumer goods,Bang & Olufsen
2036,1975,Brande,Consumer goods,Bestseller A/S
2037,2005,Copenhagen,Industrials,Bjarke Ingels Group
2038,1952,Herning,Consumer services,BoConcept
2039,1917,Gentofte,Industrials,BrÃ¸drene Hartmann
2040,1922,Aarhus,Industrials,C. F. MÃ¸ller Architects
2041,1847,Copenhagen,Consumer goods,Carlsberg Group
2042,1927,Aalborg,Industrials,Cembrit
2043,1874,HÃ¸rsholm,Consumer goods,Chr. Hansen
2044,2005,Copenhagen,Industrials,COBE Architects
2045,1957,Fredensborg,Health care,Coloplast
2046,1896,Copenhagen,Consumer services,Coop amba
2047,1925,Copenhagen,Industrials,Copenhagen Airport
2048,1942,Frederikssund,Consumer goods,Co-Ro Food
2049,1992,Gentofte,Technology,COWEX
2050,1930,Kongens Lyngby,Industrials,COWI A/S
2051,1960,Nyborg,Consumer goods,Daloon
2052,1871,Hellerup,Industrials,D/S Norden
2053,1889,Copenhagen,Industrials,Dampskibsselskabet Torm
2054,1933,Nordborg,Industrials,Danfoss
2055,1989,Copenhagen,Health care,Danisco
2056,1901,Karise,Industrials,Danish Agro
2057,1998,Randers,Consumer goods,Danish Crown AmbA
2058,1964,HÃ¸jbjerg,Consumer services,Dansk Supermarked
2059,1871,Copenhagen,Financials,Danske Bank
2060,1958,Skive,Industrials,Dantherm
2061,1866,Copenhagen,Industrials,DFDS
2062,1971,Copenhagen,Industrials,Dissing+Weitling
2063,1906,Roskilde,Consumer goods,DLF
2064,1885,Copenhagen,Industrials,DSB
2065,1976,Hedehusene,Industrials,DSV
2066,1896,Copenhagen,Industrials,DT Group
2067,1963,Bredebro,Consumer goods,ECCO
2068,1878,Copenhagen,Consumer services,Egmont Group
2069,1906,Copenhagen,Health care,Falck
2070,1882,Copenhagen,Industrials,FLSmidth
2071,1995,Copenhagen,Consumer services,Flying Tiger Copenhagen
2072,1956,HillerÃ¸d,Industrials,Foss A/S
2073,2004,Middelfart,Industrials,Global Risk Management
2074,1869,Ballerup,Health care,GN Store Nord
2075,1945,Bjerringbro,Industrials,Grundfos
2076,1985,Ry,Consumer goods,Gryphon Audio Designs
2077,1940,Copenhagen,Basic materials,Haldor Topsoe
2078,1915,Lyngby-TaarbÃ¦k,Basic materials,Hempel Group
2079,1959,Copenhagen,Industrials,Henning Larsen Architects
2080,1933,Copenhagen,Consumer goods,House of Amber
2081,1923,Aarhus,Consumer goods,Hummel
2082,2001,Copenhagen,Consumer goods,IC Group
2083,1990,Copenhagen,Technology,IO Interactive
2084,1901,Copenhagen,Industrials,ISS A/S
2085,2006,Copenhagen,Consumer services,Jet Time
2086,1933,Odense,Industrials,Jorgensen Engineering
2087,1979,Aarhus,Consumer services,Jysk
2088,1967,Silkeborg,Financials,Jyske Bank
2089,1882,Copenhagen,Industrials,Kemp & Lauritzen
2090,1930,Copenhagen,Consumer goods,Kopenhagen Fur
2091,2016,Copenhagen,Consumer goods,LastObject
2092,1908,Copenhagen,Health care,Leo Pharma
2093,1940,Lunderskov,Industrials,LM Glasfiber
2094,1874,Copenhagen,Industrials,Louis Poulsen
2095,1915,Copenhagen,Health care,Lundbeck
2096,1983,Copenhagen,Industrials,Lundgaard & Tranberg
2097,1904,Copenhagen,Conglomerates,Maersk
2098,1987,Aarhus,Industrials,Martin Professional
2099,1949,AllerÃ¸d,Consumer services,Matas
2100,1999,Copenhagen,Technology,Netcompany
2101,1891,Copenhagen,Conglomerates,NKT Holding
2102,1994,Gladsaxe,Technology,NNIT
2103,1972,Copenhagen,Consumer goods,Nordic Adult Entertainment
2104,1906,Copenhagen,Consumer services,Nordisk Film
2105,1978,Gladsaxe,Consumer services,North Media
2106,2001,Copenhagen,Financials,North Sea Capital
2107,1923,Copenhagen,Health care,Novo Nordisk
2108,2000,Copenhagen,Health care,Novozymes
2109,1985,Copenhagen,Financials,Nykredit
2110,2006,Fredericia,Utilities,Ãrsted
2111,1992,Copenhagen,Consumer services,Parken Sport & Entertainment
2112,1981,Vejle,Health care,Pharma Nord
2113,1965,HolbÃ¦k,Health care,Pharmacosmos
2114,1993,Copenhagen,Consumer goods,Phase One
2115,1918,Copenhagen,Industrials,Plesner
2116,1624,Copenhagen,Industrials,Post Danmark
2117,1945,Copenhagen,Industrials,Ramboll
2118,2000,Roskilde,Utilities,Roskilde Forsyning
2119,1775,Copenhagen,Consumer goods,Royal Copenhagen
2120,1989,Faxe,Consumer goods,Royal Unibrew
2121,1945,Copenhagen,Financials,Sampension
2122,1897,Copenhagen,Industrials,Santa Fe Group
2123,1992,Copenhagen,Financials,Saxo Bank
2124,1961,Copenhagen,Consumer goods,Scandinavian Tobacco Group
2125,1986,Copenhagen,Industrials,Schmidt Hammer Lassen
2126,1947,Copenhagen,Consumer goods,Select Sport
2127,1817,VallensbÃ¦k,Health care,Simonsen & Weel
2128,2000,Copenhagen,Consumer services,STYLEPIT
2129,1794,Ãrhus,Technology,Stibo
2130,1879,Copenhagen,Telecommunications,TDC A/S
2131,1949,Lystrup,Industrials,Terma A/S
2132,1932,Billund,Consumer goods,The Lego Group
2133,2003,Copenhagen,Industrials,Thorco Shipping
2134,1873,Fredericia,Consumer goods,Tuborg Brewery
2135,1876,Middelfart,Industrials,United Shipping & Trading Company
2136,1941,HÃ¸rsholm,Industrials,VELUX
2137,1945,Aarhus,Industrials,Vestas
2138,1994,AllerÃ¸d,Oil & gas,Welltec
2139,1956,Lynge,Health care,Widex
2140,1904,LedÃ¸je-SmÃ¸rum,Health care,William Demant
2141,1992,Hvidovre,Consumer services,Zentropa
2142,1919,Odolena Voda,Industrials,Aero Vodochody
2143,1991,Prague,Consumer services,Ahold Czech Republic
2144,1991,Prague,Industrials,ASIX s.r.o.
2145,1988,Prague,Technology,Avast
2146,1921,Prague,Consumer services,Barrandov Studios
2147,1795,ÄeskÃ© BudÄjovice,Consumer goods,Budweiser Bier BÃ¼rgerbrÃ¤u
2148,1785,ÄeskÃ© BudÄjovice,Consumer goods,Budweiser Budvar Brewery
2149,1918,Prague,Industrials,ÄeskÃ¡ poÅ¡ta
2150,1825,Prague,Financials,ÄeskÃ¡ spoÅitelna
2151,1936,UherskÃ½ Brod,Industrials,ÄeskÃ¡ zbrojovka firearms
2152,2003,Prague,Industrials,ÄeskÃ© drÃ¡hy
2153,1963,Prague,Telecommunications,ÄeskÃ© Radiokomunikace
2154,1964,Prague,Financials,ÄeskoslovenskÃ¡ obchodnÃ­ banka
2155,2015,Prague,Telecommunications,CETIN
2156,1999,Prague,Consumer services,Cinema City Czech Republic
2157,1927,Prague,Industrials,ÄKD
2158,2006,Prague,Telecommunications,CS Link
2159,1923,Prague,Consumer services,Czech Airlines
2160,1919,Prague,Financials,Czech National Bank
2161,1989,Studenec,Consumer goods,Dominant CZ
2162,1990,Brno,Consumer services,Indies Records
2163,1990,Jablonec nad Nisou,Consumer goods,Jablotron
2164,1807,Karlovy Vary,Consumer goods,Jan Becher
2165,1919,VeleÅ¡Ã­n,Industrials,Jihostroj
2166,1892,Brno,Consumer goods,Josef Lidl
2167,1950,NovÃ½ HrÃ¡dek,Consumer goods,Kaden models
2168,1991,Prague,Consumer services,Kenvelo
2169,1960,Ostrava,Consumer goods,Kofola
2170,1990,Prague,Financials,KomerÄnÃ­ banka
2171,2010,Prague,Industrials,LEO Express
2172,1951,Jablonec nad Nisou,Industrials,LIAZ
2173,1992,Prague,Consumer services,Mafra
2174,1933,PÅerov,Industrials,Meopta
2175,1971,Prague,Industrials,Metrostav
2176,1857,Karlovy Vary,Consumer goods,Moser
2177,2006,Prague,Telecommunications,O2 Czech Republic
2178,1952,Ostrava,Basic materials,OKD
2179,1864,Hradec KrÃ¡lovÃ©,Consumer goods,Petrof
2180,1842,PlzeÅ,Consumer goods,Pilsner Urquell Brewery
2181,1948,Jablonec nad Nisou,Consumer goods,Preciosa
2182,1989,NovÃ© MÄsto na MoravÄ,Consumer goods,Racom
2183,2006,Brno,Technology,Red Hat Czech
2184,1581,KruÅ¡ovice,Consumer goods,Royal Brewery of KruÅ¡ovice
2185,1907,NovÃ© Sedlo,Consumer goods,Rudolf KÃ¤mpf
2186,1995,PlzeÅ,Industrials,Å koda Transportation
2187,1859,PlzeÅ,Industrials,Å koda Works
2188,2007,Prague,Telecommunications,Skylink
2189,1996,Brno,Consumer services,Student Agency
2190,1932,Prague,Consumer services,Supraphon
2191,1850,KopÅivnice,Industrials,Tatra
