founded,founders,headquarters,industry,key_people,name,number_of_employees,operating_income,revenue,services,total_assets,type,website
"['Toronto', 'Ontario', 'Canada']",[],['Pierrefonds'],['Coffee'],[],Second Cup Café,[],"[' ', 'CAN$', '976 thousand ', '(2017', ')', '[1]']",['CAN$'],[],"['CAN$', '44.7 million ', '(2017)', '[1]']",['Subsidiary'],[' ']
"['New Orleans', 'Louisiana']","['Josh Owen', 'Emma Chevalier', 'Elizabeth Pogue']","['Birmingham', 'Alabama']",['Coffee industry'],[],Revelator Coffee Company LLC,['165\xa0(2017)'],[],[],[],[],['Private'],"['revelatorcoffee', '.com']"
['2003'],['Phil Jaber and Jacob Jaber'],['San Francisco'],['Coffee shop'],[],Philz Coffee,[],[],[],[],[],[],"['www', '.philzcoffee', '.com']"
['1999'],[],"['Beijing', 'China', 'Hong Kong']",['Chinese cinema'],[],Polybona Films,[],[],[],[],[],"['Film distributor', 'production company']",['http://www.bonafilm.cn']
"['Pike Place Market', 'Elliott Bay']","['Jerry Baldwin', 'Zev Siegl', 'Gordon Bowker']","['Seattle, Washington', 'United States']",['Coffee shop'],[],Starbucks Corporation,"['c.', '\u2009402,000', ' (2022)']",[' US$4.62 billion\xa0(2022)'],"[' ', '\xa0(2022)']",[],[' US$27.98 billion\xa0(2022)'],['Public'],"['starbucks', '.com']"
['1970; 51 years ago'],"['Raymond Chow', 'Leonard Ho']","['Middle Road', 'Tsim Sha Tsui', 'Kowloon']",['Film production'],[],Orange Sky Golden Harvest Entertainment (Holdings) Limited,[],[],[],[],[],['Public company'],"['osgh', '.com', '.hk']"
['Hong Kong'],['Charles Heung'],['Hong Kong'],['Cinema of Hong Kong'],[],One Hundred Years of Film Co. Ltd.,[],[],[],[],[],['Private'],[]
"['August\xa06, 2012']",['Shanghai Alliance Investment'],"['Xuhui District', 'Shanghai']",['Film industry'],[],"Shanghai Pearl Studio Film and Television Technology Co., Ltd","['250 (2014)', '[3]']",[],[],[],[],['Subsidiary'],"['www', '.pearlstudio', '.com']"
['1922'],"['Zhang Shichuan', 'Zheng Zhengqiu', 'Zhou Jianyun']","['Shanghai', 'China']",['Film'],[],Mingxing Film Company,[],[],[],[],[],[],[]
['1991'],['Raymond Wong Pak-Ming'],"['Causeway Bay', 'Hong Kong', 'China']",['Hong Kong cinema'],[],Mandarin Films Distribution Co. Ltd.,[],[],[],[],[],"['Subsidiary', 'Film distributor', 'production company']",['http://www.mandarinfilms.com']
['October\xa01993'],['Peter Lam'],"['Cheung Sha Wan Road', 'Kwai Chung', 'Kowloon']",['Film & TV Entertainment'],[],Media Asia Entertainment Group,[],[],[],['Film production and distribution'],[],['Privately held company'],"['www', '.mediaasia', '.com']"
['2000'],[],['Beijing'],['Chinese cinema'],[],Laurel Films,[],[],[],[],[],['Production company'],[]
['4\xa0April\xa01961'],[],['Islamabad'],['Oil and gas'],[],Oil and Gas Development Corporation,"['11,000', '[3]']",[],"[' US$4.5 ', 'billion', ' (2015)', '[1]']",[],"[' US$3.93\xa0billion (2013)', '[2]']",['Public company'],['OGDCL.com']
['2008'],[],['Beijing'],['Movie'],[],L'Est Films Group,[],[],[],[],[],[],"['English site', 'Chinese site']"
"['Attock', 'Pakistan']",[],['Rawalpindi'],['Petroleum'],[],Pakistan Oilfields Limited,['749'],[],[],[],[],['Public'],"['pakoil', '.com', '.pk']"
['5\xa0June 1950'],['Government of Pakistan'],"['Karachi', 'Pakistan']",['Energy'],[],Pakistan Petroleum,"['2,700+', 'Corporate staff only']",[],['Rs.'],['Service stations'],"['Rs.', ' 39.838\xa0million (2012)']","['State sector', 'Public limited company']",['Official website']
['1952'],['Tanveer Ahmed'],"['Athens', 'Greece']","['Oil and gas; heavy civil engineering; air, water, and effluent systems']",[],Consolidated Contractors Company,"['1,20,000 (2019)']",[],['US$'],[],[],['Private'],['http://www.ccc.gr']
"['1937 (as ', ' ) ', '1967 (as ', ' )']",[],"['Muscat', 'Oman']",['Oil and gas'],[],Petroleum Development Oman,"['8,500']",[],['$11.4 billion (2007)'],[],[],['Government-owned corporation'],['Official website']
['2002'],[],"['Astana', 'Kazakhstan']",[],[],KazMunayGas,"['over 30,000']",[],['US$6.78\xa0billion (2005)'],[],[],['State-owned'],['www.kmg.kz']
['17\xa0August 1974'],[],"['Petronas Towers', 'Kuala Lumpur City Centre']",['Oil and gas'],[],Petroliam Nasional Berhad,"['47,669 (2020)', '[7]']",[],[' US$46.06 billion (2016) from US$55.68 billion (2015)'],"['Filling station', 'Shipping services']","[' US$144.43 billion (Q3 2020) ', '[6]']",['State-owned enterprise'],"['www', '.petronas', '.com']"
['Pertamina'],[],"['Akasaka Biz Tower', 'Akasaka', 'Minato-ku', 'Tokyo']",['Petroleum'],[],INPEX Corporation,"['2,146 (784 temporary workers) (2011)']",[],"['JPY', 'FY']",[],[],"['Public', 'KK']",['www.inpex.co.jp']
['1888'],[],"['Tokyo, Japan']",['Oil and gasoline'],[],ENEOS Corporation,"['13,290 (2007)']",[],"['JPY', 'FY']",[],[],['Subsidiary'],['Corporate website']
[],[],"['Tel Aviv', 'Israel']",['Oil and gas exploration'],[],Modiin Energy Limited Partnership,[],"['NIS –60.7 million ', '(2010)']",['NIS'],[],"['NIS 335.8 million ', '(2010)']",['Public'],[]
['Västerås'],['Erling Persson'],['Stockholm'],['Retail'],[],H&M Hennes & Mauritz AB,"['107,375', '[a]', ' ', '(2021)']","['US$1.8\xa0billion (2019)', '[5]']",['US$'],[],"['US$19.3\xa0billion (2019)', '[3]']",['Public'],"['hm.com', 'hmgroup.com']"
['1989'],['Armand Hammer'],"['Petah Tikva', 'Israel', 'Houston', 'United States']",['Oil and gas industry'],[],Isramco Negev 2 LP,['25'],[],['₪'],[],"['₪', ' 5,905 million (', '2015', ')']",['Limited Partnership'],[]
['1993'],[],['Seoul'],['Retailing'],[],Emart Inc.,[],[],[],[],[],['Public'],"['www', '.emartcompany', '.com', '/en', '/main', '.do']"
"['As ', ' March\xa01949', 'As ', ' September\xa01991', '1963 as Ogori Shoji Co., Ltd. (', ', Japan)', '1991 as Fast Retailing Co., Ltd. (name change)']",['Hitoshi Yanai'],"['Yamaguchi, Yamaguchi']",['Retail'],[],"Fast Retailing Co., Ltd.","['52,839 (2018)', '[2]']","[' ¥236\xa0billion (FY2018)', '[1]']","['¥', 'billion']",[],"[' ¥1,953\xa0billion (FY2018)', '[1]']",['Public'],"['www', '.fastretailing', '.com', '/eng']"
['1955'],[],"['Tokyo', 'Japan']",['Hydrocarbon exploration'],[],Japan Petroleum Exploration Company Limited,"['1,782', '[1]']","['¥24,634 million ', 'JPY', ' (', 'FY', ' 2014)']","['JPY', 'FY']",[],[],"['KK', 'TYO', '1662']",['http://www.japex.co.jp']
['1994'],['Sergei Galitsky'],['Russia'],['Retail'],[],PJSC Magnit,"['300,000']","['$5.07\xa0billion', '[1]', '\xa0(2020)']","['$21.5\xa0billion', '\xa0(2020)']",[],"['$13.1\xa0billion', '[1]', '\xa0(2020)']","['Public', 'PAO']","['www', '.magnit-info', '.ru']"
"['Greenville, Michigan']",['Hendrik Meijer'],"['Walker, Michigan']",['Retail (Grocery & Discount)'],[],Meijer Inc.,"['70,000 (Jan. 2020)', '[5]']",[],['US$'],[],[],['Private'],"['meijer', '.com']"
[],[],['Hong Kong'],['Health & Beauty Retail'],[],A.S. Watson Group (Hong Kong) Ltd.,"['140,000']",[],[],[],[],[],"['www', '.aswatson', '.com']"
['1963'],[],"['Stellarton', 'Nova Scotia']","['Conglomerate', 'Holding company']",[],Empire Company Limited,"['127,000 (2020)', '[2]']","[' $1,111.8 million CAD (2019)']",['CAD'],[],"[' $14,632.9 billion CAD (2019)']",['Public'],['www.empireco.ca']
['1792'],['Jerónimo Martins'],"['Lisbon', 'Portugal']",['Retail'],[],"Jerónimo Martins SGPS, S.A.","['123,458 ', '(2021)', '[1]']",[],['€'],"[' and ', 'Health and beauty stores', 'Coffee shops', 'Chocolate boutiques']",[],['Sociedade Anónima'],['www.jeronimomartins.com']
['1914'],[],"['Perth', 'Western Australia']",['Conglomerate'],[],Wesfarmers,"['107,000 (2020)', '[1]']",[],[' $30.8 billion (2020)'],[],"['$25.4 billion (2020)', '[1]']",['Public'],"['wesfarmers', '.com', '.au']"
['1899'],['William Morrison'],['Bradford'],['Retail'],[],Wm Morrison Supermarkets Ltd,"['110,000 (2021)', '[4]']","[' ', '£513\xa0million', ' (2020)', '[3]']","[' ', ' (2020)']",[],[],['Private'],"['www', '.morrisons', '.com']"
['Helsinki'],['Gustav Paulig'],['Helsinki'],[],[],Paulig Ltd,[],[],['921 million euros (2019)'],[],[],[],['[1]']
"['Ipoh', 'Perak', 'Malaysia']","['Goh Ching Mun', 'Tan Say Yap']",['Ipoh'],['Coffee house'],[],OLDTOWN Berhad,[],"[' MYR 60.77 million', '[3]', '\xa0(2017)']",['MYR'],[],"[' MYR 1.334 billion', '[4]', '\xa0(2018)']",['Public'],"['oldtown', '.com', '.my']"
"['Boston', 'Massachusetts']","['Menelaos Kaloyanides,', ' George Kaloyanides']","['Malden', 'Massachusetts']",['Beverage'],[],"New England Tea & Coffee Company, LLC.",['250'],[],[],[],[],['Subsidiary'],['NewEnglandCoffee.com']
['Monmouth Street'],['Nicholas Saunders'],"['Arch 3, Discovery Estate', "" St James's Road, Bermondsey, London""]","['coffee roasting', 'Coffee shops']",[],Monmouth Coffee Company,[],[],[],[],[],['Private'],[' ']
"['Turnhout, Belgium']",[],"['Turnhout, Belgium']",['Coffee'],[],Miko,['631'],[],['€'],[],[],['Public'],"['www', '.miko', '.eu']"
['2008'],['Eleftherios Kiriakakis'],"['Larissa', 'Greece']",['Restaurants'],[],Mikel Coffee Company,"['3000 ', '(2020)']",[],['€'],['Coffee'],[],['S.A.'],"['www', '.mikelcoffee', '.com']"
['1908'],[],"['Minden', 'North Rhine-Westphalia', 'Germany']",['Coffee'],[],Melitta Group,"['3,736 (2014)']",[],['1.325 billion € (2014)'],[],[],['Private'],['www.melitta-group.com']
['1973'],[],"['Bologna', 'Italy']",['Coffee'],[],Massimo Zanetti Beverage Group,[],[],[],[],[],['Private'],"['www', '.mzb-group', '.com']"
['17\xa0February 1977'],['Jogi Hendra Atmadja'],"['Jakarta', 'Indonesia']",['Food processing'],[],PT Mayora Indah Tbk,"['8,584 people (2016)']",[],"['trillion', 'IDR']",[],"[' 12.922 trillion ', 'IDR', ' (2016)']",['Public'],"['mayoraindah', '.co', '.id']"
"['1994', '1994', '2020']","['Dennis Wang', 'James Wang', 'Wang Zhongjun']","['Beijing', 'China', 'Shanghai', 'China', 'Shenzhen', 'China', 'Hong Kong', 'Macau', 'Taipei', 'Taiwan', 'Malaysia', 'Singapore']",['Entertainment'],[],Huayi Brothers Media Corporation,[],[],"[' CNY 892,000,000 (2011)']",['Talent representation for musicians and actors/actresses'],[],['Public'],"['www', '.huayimedia', '.com']"
[],[],['China'],['Film'],[],Heyi Pictures,[],[],[],[],[],[],[]
[],[],[],[],[],Hengdian World Studios,[],[],[],[],[],[],"['www', '.hengdianworld', '.com', '/en', '/']"
['1864'],['Matthew Algie'],"['Glasgow', 'Scotland']",[],[],Matthew Algie,[],[],[],[],[],[],['http://www.matthewalgie.com/']
[],[],['Hong Kong'],['Hong Kong cinema'],[],Golden Princess Film Production Ltd.,[],[],[],[],[],['Production company'],[]
['2008'],[],"['Shanghai', 'China']",['Film'],[],Fundamental Films,[],[],[],[],[],[],['http://www.fundamentalfilms.cn']
['April 1984'],[],"['Kowloon Tong', 'Hong Kong', 'China']",['Hong Kong cinema'],[],Film Workshop Co. Ltd.,[],[],[],[],[],['Production company'],['http://www.filmworkshop.net']
['1994'],['Dan Mintz'],"['Beverly Hills, CA']",['Entertainment'],[],DMG Entertainment,[],[],[],[],[],['Production Company'],"['www', '.dmg-entertainment', '.com']"
['February 1999'],[],"['Beijing', 'China']",['Cinema'],[],China Film Group Corporation,[],[],[],[],[],['Party'],['http://www.zgdygf.com/']
['1951'],[],['Netanya'],['Conglomerate'],[],Delek Group Ltd.,[],[],"['₪', 'billion']",[],"['  ', '₪', ' 91.896 ', 'billion', ' ', '(2010)']",['Public'],"['www', '.delek-group', '.com']"
[],[],[],[],[],FLY FILMS,[],[],[],[],[],[],['http://www.flyfilms.com.cn']
['2005'],[],"['Beijing', 'China']",['Chinese cinema'],[],Fantasy Pictures Entertainment,[],[],[],[],[],"['Production company', 'Film distributor']",[]
['1933'],[],"['Shanghai', 'China']",['Film'],[],Diantong Film Company,[],[],[],[],[],[],[]
['February\xa02009'],"['Peter Chan', 'Huang Jianxin']",[],[],[],Cinema Popular,[],[],['homepage ='],[],[],[],[]
['August\xa01968'],['Government of Indonesia'],"['Gambir', 'Central Jakarta']",['Oil and gas'],[],PT Pertamina (Persero),"['13,526 (2020)', '[1]']","[' US$ 4.1 billion (2020)', '[1]']",[' US$ 57 billion (2021)'],[],"[' US$ 69.14 billion (2020)', '[1]']","['State-owned', 'perseroan terbatas']","['www', '.pertamina', '.com']"
['9\xa0June 1980'],[],"['Jakarta', 'Indonesia']","['Oil', 'gas', 'Power Generation', 'Coal Mining']",[],PT Medco Energi Internasional Tbk,"['4,000 (2019)']","[' ', 'US $', ' 660\xa0million (2019)', '[1]']",['US $'],[],[' US$ 6.006 billion (2019)'],['Public'],"['www', '.medcoenergi', '.com']"
['2006'],[],"['ASF Center Tower A, 62-363, Jwala Mill Road, PHASE IV, Udyog Vihar, Sector 18, Gurugram, Haryana, 122016, India']",['Oil and gas'],[],Cairn Oil & Gas,['1001–5000'],"[' ', '₹', '−9,434.63 crore', ' (US$−1.2\xa0billion) ', '[2]', '\xa0(2016)']","[' ', ' (US$1.3\xa0billion) ', '\xa0(2016)']",[],"[' ', '₹', '56,495.57 crore', ' (US$7.1\xa0billion) ', '[3]', '\xa0(2016)']",['Private'],"['www', '.cairnindia', '.com']"
['20\xa0March 1951'],[],"['Tehran', 'Iran']",['Oil and gas'],[],National Iranian Oil Company,"['87,500 ', '(2018)', '[4]']",[],['Oil and gas'],[],"[' US$200\xa0billion (2012)', '[3]']",['State-owned enterprise'],"['en', '.nioc', '.ir']"
[],[],"['Bandra', 'Mumbai', 'Maharashtra']",['Oil and gas'],[],Nayara Energy Ltd.,[],[],"[' ₹87,371 crore (US$11.93 billion) (2020)']",[],"[' ₹49,061 crore (US$6.70 billion) (2020)']",['Private'],"['www', '.nayaraenergy', '.com']"
['30 June 1959'],[],"[', India (headquarters)', ', ', ', India (registered office)']","['Energy', 'Oil and gas']",[],Indian Oil Corporation Limited,"['33,498 (2021)', '[2]']","[' ', '₹', '33,053 crore', ' (US$4.1\xa0billion) (2022)', '[2]']","[' ', ' (US$92\xa0billion) (2022)']",[],"[' ', '₹', '410,624 crore', ' (US$51\xa0billion) (2022)', '[2]']",[' Central Public Sector Undertaking'],"['www', '.iocl', '.com']"
['1979'],['Government of Gujarat'],['Gandhinagar'],['Oil and gas'],[],Gujarat State Petroleum Corporation Ltd,[],"['₹', '2,920.63 crore', ' (US$370\xa0million)(FY2022)']",[' (US$2.3\xa0billion)(FY2022)'],[],[],['State Government Agency'],"['www', '.gspcgroup', '.com']"
[],[],[],['Oil & gas'],[],United Energy Group,[],[],[],[],[],[],"['uegl', '.com', '.hk']"
['1894'],[],"['Rungis', 'France']",['Retailing'],[],Système U,[],[],['billion'],[],[],['Private'],['http://www.magasins-u.com/']
['8 May 1973'],['Dhirubhai Ambani'],"['Mumbai', 'Maharashtra']",['Conglomerate'],[],Reliance Industries Limited,"['3,42,982 (2022)', '[1]']","[' ', '₹', '98,446 crore', ' (US$12\xa0billion) ', '[1]', '\xa0(2022)']","[' ', ' (US$99\xa0billion)', '\xa0(2022)']",[],"[' ', '₹', '1,770,665 crore', ' (US$220\xa0billion)', '[1]', '\xa0(2022)']",['Public'],"['www', '.ril', '.com']"
['14 August 1956'],[],"['Dehradun', 'Uttarakhand']","['Energy', 'Oil and gas']",[],Oil and Natural Gas Corporation Ltd,"['27,165 (31.03.2022)', '[4]']","[' ', '₹', '54,732 crore', ' (US$6.9\xa0billion) (2022)', '[2]']","[' ', ' (US$68\xa0billion) (2022)']",[],"[' ', '₹', '585,449 crore', ' (US$73\xa0billion) (2022)', '[2]']",['Central Public Sector Undertaking'],"['www', '.ongcindia', '.com']"
['1925'],['Gottlieb Duttweiler'],"['Zürich', 'Switzerland']",['Retail'],[],Federation of Migros Cooperatives,"['97,541 (2021)']",['668 million CHF\xa0(2021)'],['CHF'],[],[],['Cooperative'],['www.migros.ch']
"['Sumter, South Carolina', 'Vancouver, British Columbia']",['Joseph Calvano (co-founder)'],"['Burnaby, British Columbia']","['Retail', 'variety', 'discount', 'Retail']",[],"Dollar Tree, Inc.","['193,100 ', '[1]']","[' ', 'US$', '1.887 Billion (', 'Fiscal Year Ended January 30, 2021', ')', '[2]']",['US$'],[],"[' ', 'US$', '20.696 Billion (', 'Fiscal Year Ended January 30, 2021', ')', '[2]']","['Public', 'Subsidiary']","['dollartree', '.com', 'www', '.dollartreecanada', '.com']"
['1969'],[],"['Basel', 'Switzerland']",['Wholesale distribution'],[],Coop Genossenschaft,"['90,307 ', '(2019)', '[1]']",[],['30.7 billion CHF '],[],[],['Cooperative'],['coop.ch']
['2006'],[],['Moscow'],['retail'],[],X5 Group,"['339,716 (2020)\xa0']","['$1.47\xa0billion', '[1]', ' (2020)']","['$27.4\xa0billion', ' (2020)']",[],"['$16.3\xa0billion', '[1]', ' (2020)']",[],"['x5', '.ru', '/en', '/']"
['1977'],['Francisco Roig Ballester'],"['Tavernes Blanques', 'Valencian Community']",['Retail'],[],"Mercadona, S.A.","['85,800', '[1]']",[],"['€', 'US$']",[],"['8,194,637,000 ±1000 euro (2016)\xa0']",['Sociedad Anónima'],"['www', '.mercadona', '.com']"
"['Hangzhou', 'Zhejiang']",['Jack Ma'],"['\n', '\n']",['Technology company'],[],Alibaba Group Holding Limited,"['254,941', '[5]', ' (31 March 2022)']","[' ', '¥69.638 billion\xa0RMB', '[5]', ' (US$10.985 billion, 2022)']","[' ', ' (US$134.567 billion, 2022)']","['Alibaba.com', 'Daraz']","[' ', '¥1.696 trillion\xa0RMB', '[5]', ' (US$267.467 billion, 2022)']",['Public'],[' ']
"['Collingwood', 'Victoria']",[],"['Hawthorn East', 'Victoria']",['Consumer staples'],[],Coles Group,[],[],['A$'],[],"[' ', 'A$', '9.777 billion (2019)', '[2]']",['Public'],[]
"['Kerrville', 'Texas', 'United States']",['Florence Butt'],['San Antonio'],['Grocery retail'],[],"H-E-B Grocery Company, LP","['100,000 (2018)']",[],[' $38 billion+ (2022)'],"['Auto, health, fuel, ticket sales, utilities, and licenses']",[],['Private'],"['heb', '.com']"
['1987'],['Bernard Cammarata'],"['Framingham, Massachusetts', ', U.S.']",['Retail'],[],"The TJX Companies, Inc.","['270,000\xa0(2018)']",[' US$4.17 billion\xa0(2018)'],"[' ', '\xa0(2018)']",[],[' US$14.326 billion\xa0(2018)'],['Public'],"['tjx', '.com']"
['1973'],[],"['Bologna', 'Italy']",['Coffee'],[],Massimo Zanetti Beverage Group,[],[],[],[],[],['Private'],"['www', '.mzb-group', '.com']"
"['Danzig, the Kingdom of Prussia']",['Wilhelm Machwitz'],"['Hannover, Germany']",['Food processing'],[],W. Machwitz GmbH,['fewer than 25'],[],[],[],[],[],"['www', '.machwitz-kaffee', '.de']"
['2006'],['Chris Huang'],['Taiwan'],['Coffee shop'],[],Louisa Coffee,[],[],[],[],[],['Public'],"['www', '.louisacoffee', '.co']"
['Turin'],['Luigi Lavazza'],"['Turin, Italy']",['coffee'],[],Luigi Lavazza S.p.A.,"['3,800\xa0(2018', '[2]', ')']",[],['€'],[],[],['Private'],"['www', '.lavazza', '.com']"
['1919'],['Moshe Landwer'],"['Holon', 'Israel']",['Beverages'],[],Landwer Coffee Ltd.,[],[],[],[],[],['Private'],['www.landwer.com']
['1994'],['Todd Carmichael'],"['Philadelphia, Pennsylvania', 'United States']",['Coffee'],[],La Colombe Coffee Roasters,[],[],[],[],[],['Private'],"['www', '.lacolombe', '.com']"
"['October 1, 2012']",[],"['Chicago, Illinois', 'United States']",['Food processing'],[],"Kraft Foods Group, Inc.","['22,500 (2015)\xa0']",[],[],[],[],['Division'],['kraftheinzcompany.com']
"['Waitsfield, Vermont']",['Robert Stiller'],"['Burlington, Massachusetts', ', U.S.']",['Appliance manufacturing'],[],Keurig Dr Pepper Inc.,"['27,500 (2021)']",[],"[' ', ' (2020)']",[],[],['Public company'],"['keurigdrpepper', '.com']"
['1862'],['Julius Meinl I'],"['Vienna', 'Austria']",['Coffee roasting'],[],Julius Meinl,['845'],[],['€'],[],[],['Private'],[' ']
"['Bogotá, Colombia']",['Federación Nacional de Cafeteros de Colombia'],"['Bogotá', 'Colombia']","['Retail ', ' & ']",[],Juan Valdez Café,"['5,000+']",[],[],['Coffee'],[],['Public'],"['juanvaldezcafe', '.com']"
"['Orrville, Ohio']",['Jerome Monroe Smucker'],"['Orrville, Ohio']","['Food', 'Beverage']",[],The J.M. Smucker Company,"['7,300\xa0(2020)']",[],"[' ', ' (2020)']",[],[],['Public'],"['jmsmucker', '.com']"
"['2004', ' from Anthem and WellPoint Health Networks merger']",[],"['Indianapolis, Indiana']","['Managed healthcare', 'Insurance']",[],"Elevance Health, Inc.","['98,200', '[1]', '\xa0(2021)']","[' ', 'US$7.93 billion', '[1]', '\xa0(2021)']","[' ', '\xa0(2021)']",[],"[' ', 'US$97.46 billion', '[1]', '\xa0(2021)']",['Public company'],"['www', '.elevancehealth', '.com']"
"['November\xa09, 2009']",[],"['Findlay', 'Ohio', 'United States']",['Petroleum'],[],Marathon Petroleum Corporation,"['~43,800\xa0(December 2017)']","[' −', 'US$', '12.247 billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']","[' ', '69.032 billion (', ')']","['Pipeline transport', 'Oil refining', 'Marketing']","[' ', 'US$', '85.158 billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']",['Public'],['marathonpetroleum.com']
['1978'],[],['Shanghai'],['Steel'],[],China Baowu Steel Group,"['195 434 (2019) ', '[2]']",[],"['$79.93 Billion\n', '\n']",[],[],['State-owned enterprise'],['www.baowugroup.com']
['1994'],[],"['Athens, GA', 'USA']",['Coffee Roasting and Coffee Shops'],[],Jittery Joe's,[],[],[],[],[],['Private'],"['www', '.jitteryjoes', '.com']"
['1935'],['Khwaja Abdul Hamied'],"['Mumbai, Maharashtra']",['Pharmaceuticals'],[],Cipla Limited,"['22,036', '[4]']","[' ', '₹', '3,496.05 crore', ' (US$440\xa0million)', '[2]', '\xa0(2022)']","[' ', ' (US$2.7\xa0billion)', '\xa0(2022)']",[],"[' ', '₹', '23,662.56 crore', ' (US$3.0\xa0billion)', '[3]', '\xa0(2020)']",[],['www.cipla.com']
['1984'],['Dr. Anji Reddy'],"['Hyderabad', 'Telangana']",['Pharmaceuticals'],[],Dr. Reddy’s Laboratories Ltd,"['21,650 (March 2020)', '[1]']","[' ', '₹', '1,599 crore', ' (US$200\xa0million) (2020)', '[1]']","[' ', ' (US$2.2\xa0billion) (2020)']",[],"[' ', '₹', '23,156 crore', ' (US$2.9\xa0billion) (2020)', '[1]']",['Public'],"['www', '.drreddys', '.com']"
['12\xa0October 1990'],[],"['Hyderabad', 'Telangana', 'India']",['Pharmaceuticals'],[],Divi's Laboratories Limited,"['13,884\xa0(2020)']","[' ', '₹', '3,683 crore', ' (US$460\xa0million) ', '[1]', '\xa0(2022)']","[' ', ' (US$1.1\xa0billion) ', '\xa0(2022)']",['Custom synthesis'],"[' ', '₹', '13,374 crore', ' (US$1.7\xa0billion) ', '[1]', '\xa0(2022)']",['Public'],"['divislabs', '.com']"
['1983'],['Dilip Shanghvi'],['Mumbai'],['Pharmaceuticals'],[],Sun Pharmaceutical Industries Limited,"['37,000+\xa0(2021)']","[' ', '₹', '4,481 crore', ' (US$560\xa0million)\xa0(2022)']","[' ', ' (US$5.0\xa0billion)\xa0(2022)']",[],"[' ', '₹', '69,799 crore', ' (US$8.7\xa0billion)\xa0(2022)']",['Public'],"['sunpharma', '.com']"
"['November\xa016, 2020']",[],"['Canonsburg, Pennsylvania']","['Pharmaceuticals', 'Healthcare']",[],Viatris Inc.,"['c.', '\u200937,000', ' (December 2021)']",[],"[' ', ' (2021)']",[],[' US$54.84 billion (2021)'],['Public'],"['viatris', '.com']"
"['June\xa07, 1938']",['Lázaro Cárdenas'],['Mexico City'],['Oil and gas'],[],Petróleos Mexicanos,"['124,818 (2018)']","[' US$1.965 billion (2019)', '[1]']",[' US$74.394 billion (2019)'],[],"[' US$101.800 billion (2019)', '[1]']",['State-owned enterprise'],"['www', '.pemex', '.com']"
"['Marietta, Georgia']","['Bernard Marcus', 'Arthur Blank', 'Ron Brill', 'Pat Farrah', 'Ken Langone']","['Atlanta, Georgia']",['Retailing'],[],"The Home Depot, Inc.","['490,600 (Dec 2021)']",[' US$23.04 billion (2021)'],"[' ', ' (2021)']",[],[' US$71.88 billion (2021)'],['Public'],['homedepot.com']
['2002'],['Jung Jin Seo'],"['Yeonsu-gu', 'Incheon', 'South Korea']",['Biopharmaceutical'],[],Celltrion,[],"[' ₩517,385 million (2017)', '[1]']","[' ₩828,917 million (2017)']",[],"[' ₩3,255,319 million (2017)', '[1]']",['Public'],"['www', '.celltrion', '.com', '/en']"
['Sri Lanka'],"['Kris Canekeratne ', ' Tushara Canekeratne', 'John Gillis', 'Sandy Gillis']","['Southborough, Massachusetts']",['Information technology'],[],Virtusa Corporation,"[' 45,000 (2022)', '[2]']",[],['US$'],"['IT consulting, business consulting, application development, product development, legacy asset management']","[' US$ 1.337 billion (2020)', '[2]']",['Private'],"['www', '.virtusa', '.com']"
['1954\xa0'],[],"['Greenfield, Indiana']",['Pharmaceutical (animal)'],[],Elanco Animal Health Incorporated,"['10,200 (2021)', '[2]']","[' –', 'US$', '0.672 Billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']",['US$'],[],"[' ', 'US$', '17.692 Billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']",['Public'],"['elanco', '.com']"
['1997'],[],"['Lianyungang, Jiangsu']",['Pharmaceuticals'],[],Jiangsu Hengrui Pharmaceuticals Co. Ltd,"['24,500 (2020)']",[],[],[],[],['Public company'],"['www', '.hrs', '.com', '.cn']"
['1983'],['Laércio Cosentino and Ernesto Haberkorn'],"['São Paulo', 'São Paulo', 'Brazil']",['Software'],[],TOTVS,"['12,000']",[],"[' R$ 6,357\xa0billion ']",[],[],['Public'],['totvs.com']
"['February\xa015, 1954']",['Alexandrino Garcia'],"['Uberlândia', 'Brazil']",['Telecommunications'],[],Algar Telecom,"['3,700 (2015)']",[],"[' R$ 2,2 billion (2015)']",[],[],['Private'],['algartelecom.com.br']
['1986'],[],"['Blue Bell, Pennsylvania']","['Information technology', 'Consulting', 'Outsourcing']",[],Unisys Corporation,"['16,300 (2021)', '[2]']","[' $154 million (2021)', '[1]']",[' $2.054 billion (2021)'],[],"[' $2.41 billion (2021)', '[1]']",['Public'],"['www', '.unisys', '.com']"
['1999'],['Stephen Ross'],"['Orange County, California', 'USA']","['Professional services', 'Information technology', 'Digital engineering', 'Product development']",[],UST,"['30,000+ ', '[6]']",[],['USD $1.4B+ (2021)'],"['Digital transformation', 'Technology and digital consulting', 'NextGen cloud infrastructure (private, public, hybrid cloud)', 'Human-centered design', 'Cybersecurity']",[],['Private'],['www.ust.com']
['2005'],[],"['Vancouver', 'Canada']",['Digital IT services Software services\nBusiness Process Outsourcing'],[],TELUS International,"['68,000', '[2]']",[],['US$'],[],[],['Public'],"['www', '.telusinternational', '.com']"
