categories,change_1_day,change_1_year,country,id,market_cap,name,rank,share_price
"['Tool manufacturers', 'Manufacturing']",0.38%,-2.90%,USA,2dbf1de936ab4fe3ae9f89e5ac6133f7,$70.12 B,Illinois Tool Works,199,$228.29
"['Dow jones', 'Gloves & PPE']",0.79%,-25.41%,USA,d4f5bba633f2460abeb7bb547f8a5216,$70.19 B,3m,198,$126.99
['Defense contractors'],1.38%,31.50%,USA,41a0f7b2bc364aa5a01633354691702f,$70.21 B,General Dynamics,197,$255.74
['Chemicals'],2.05%,10.79%,USA,3e3d6944b9424f139d32cf6f912c9882,$70.65 B,Air Products And Chemicals,196,$318.44
"['Banks', 'Financial services']",-0.73%,11.54%,Indonesia,47d2fc40d6c94c6fb24bc73101ef398d,$71.13 B,Bank Central Asia,195,$0.58
"['Investment', 'Financial services']",-3.42%,-20.98%,Canada,3ba746b333ec4d21a89e792ec8b8e730,$71.48 B,Brookfield Asset Management,193,$45.13
['Insurance'],-0.82%,15.17%,Switzerland,ca88c7fc20f0463d9e707369244e137d,$71.25 B,Zurich Insurance Group,194,$480.52
['Medical devices'],0.62%,4.32%,USA,bdb02402fee94ecba70f245ef25b7219,$71.51 B,Becton Dickinson,192,$252.38
"['Biotech', 'Pharmaceuticals']",0.91%,-14.76%,UK,f34155da8b094b649f4e64560507ac6b,$71.89 B,Glaxosmithkline,191,$35.35
"['CAC 40', 'Luxury goods']",-1.30%,-24.92%,France,d08b0ede810848f8abb56b5106db99c7,$72.18 B,Kering,190,$589.41
"['Automakers', 'Manufacturing', 'DAX', 'Autonomous driving']",-0.11%,-16.75%,Germany,62b40abadb4c4a8fbd736257ea103f7d,$72.20 B,Mercedes-benz,189,$67.49
"['Oil&Gas', 'Energy']",-0.22%,-3.03%,China,501587a07d6e4cf7b68b51642620d26e,$73.00 B,Sinopec,188,$0.64
"['Pharmaceuticals', 'Biotech']",0.50%,-29.47%,USA,9821e30cdd9b408e98a98a5e68d8e4f9,$73.36 B,Zoetis,185,$157.42
"['Energy', 'Oil&Gas', 'Electricity', 'Utility companies']",-0.56%,8.60%,USA,ec9fb60e23234da9bf346735ff827ff0,$73.31 B,Southern Company,186,$67.34
"['Oil&Gas', 'Energy']",0.04%,-34.32%,Russia,a16ea418d57842bb8873e39d516e7932,$73.26 B,Gazprom,187,$3.10
"['Oil&Gas', 'Energy']",1.06%,8.88%,Brazil,a0c15e95d21d48d3b6229a10faa05530,$74.35 B,Petrobras,184,$11.40
['Luxury goods'],-0.20%,-11.28%,Switzerland,dbf78323d9aa476dba551ddf2397ca3f,$74.37 B,Compagnie Financière Richemont,183,$131.07
"['Oil&Gas', 'Energy']",1.99%,80.05%,USA,9c4b758c81074f3089be859afc15a7dd,$74.85 B,Schlumberger,182,$52.79
"['Consumer goods', 'Food']",-1.79%,1.10%,India,cf067703a4e745c9b50996b6228b4020,$75.47 B,Hindustan Unilever,181,$32.12
"['Electricity', 'Energy']",-0.60%,4.86%,Spain,28fa097b653a4ba4b818de0bc8bc9c8a,$69.84 B,Iberdrola,201,$11.43
['Waste & Recycling'],1.19%,3.71%,USA,2809e08ad7e049aeaf7e4fcd5ce21e0a,$69.70 B,Waste Management,202,$169.81
['Mining'],1.64%,8.41%,USA,a451a09bf1a940538daa4112c79c49ef,$57.48 B,Freeport-mcmoran,261,$40.22
"['Ridesharing', 'Internet', 'Tech', 'Transportation']",1.45%,-24.58%,USA,4f1797b41fc54247886538905ed5bc92,$57.33 B,Uber,262,$28.75
['Retail'],-2.25%,-10.38%,China,37bc189fdd5c44649d5c2bbac61d1e28,$58.31 B,China Tourism Group Duty Free,260,$28.41
"['Investment', 'Conglomerate']",0.08%,-19.44%,Sweden,4dc8ca13cdc14649bcac8eaf075c2159,$58.36 B,Investor Ab,258,$19.15
"['CAC 40', 'Construction']",-0.01%,5.37%,France,c16156aa679a49e9b6c772565ac641ec,$58.33 B,Vinci,259,$103.46
['Investment'],-0.57%,-30.78%,USA,01f5c28c7e9d4b2c8a5319b4a8ae24fa,$58.64 B,Kkr & Co.,257,$52.25
"['Banks', 'Financial services']",-0.16%,4.12%,Switzerland,bac24e4dc1f742e889a24cc6c724a48e,$58.79 B,Ubs,256,$18.46
"['Financial services', 'Stock exchanges', 'Stock/Crypto exchanges']",4.66%,18.64%,UK,0109ec96497c41e381977821cb96bfb4,$59.00 B,London Stock Exchange,254,$106.36
"['Railways', 'Infrastructure']",-0.89%,-8.88%,USA,0b15dafed17d4aca9e5d6858a3499de7,$58.82 B,Norfolk Southern,255,$254.07
"['Automakers', 'DAX', 'Manufacturing']",0.14%,-10.30%,Germany,70bfb8293be8480ba5cec4130cabf7c8,$59.09 B,Bmw,253,$89.79
"['Video games', 'Esports', 'Entertainment', 'Tech']",0.76%,32.24%,USA,5d1eb483692244a6a4d7db5745b16176,$59.29 B,Activision Blizzard,252,$75.76
['Engineering'],0.22%,-10.40%,Switzerland,a0ff0fe5b8544cfc9632cfc35538215a,$59.69 B,Abb,249,$31.63
"['Financial services', 'Banks']",-1.32%,-12.53%,India,716c5e21de63477089c4dbcfe1740c1b,$59.64 B,Housing Development Finance Corporation,250,$32.74
"['Tech', 'Tech Hardware', 'Semiconductors']",-1.46%,-34.03%,USA,2aa69de3c5ce43cdb4f32d33d0266629,$59.44 B,Micron Technology,251,$54.68
"['Banks', 'Financial services']",-2.51%,-25.37%,USA,17531cea5f434f44835ba154ff323214,$59.78 B,Truist Financial,248,$45.06
"['Banks', 'Financial services']",-1.17%,-18.94%,Saudi Arabia,b9d7ec5bceea4676b032e0c36ba29f44,$60.01 B,The Saudi National Bank,247,$13.52
['Manufacturing'],0.66%,-11.72%,Sweden,53aa1301800d4f9d8a009ac00ec87c8f,$60.53 B,Atlas Copco,245,$11.53
['Insurance'],0.34%,29.63%,USA,09e10c497fa743da8a129101ad160a89,$60.34 B,Metlife,246,$76.91
"['Stock exchanges', 'Financial services', 'Stock/Crypto exchanges']",-0.26%,-16.74%,USA,721017e003ab42fe8d63d796ab52bd73,$61.02 B,Intercontinental Exchange,243,$109.25
"['Real estate', 'Investment', 'REITs', 'Telecommunication', 'Infrastructure']",-1.09%,-24.49%,USA,9f1274fa6cae4cd5a248c95bc376d6ba,$60.70 B,Crown Castle,244,$140.17
['Telecommunication'],0.91%,-41.42%,USA,fd9870c6ba8d4b7da5b656db4ba3785e,$61.13 B,Charter Communications,242,$392.69
"['Healthcare', 'DAX']",1.78%,-25.04%,Germany,87b56dc36deb4f0fbe817aeb5457a123,$61.19 B,Siemens Healthineers,241,$54.32
['Investment'],0.14%,-39.71%,USA,2ad1828452184b068eb77df6521839ad,$61.48 B,Blackstone Group,239,$85.16
"['Banks', 'Financial services']",-1.95%,-22.53%,Canada,815234b968af46639f0b3a66bc7acf5a,$61.41 B,Scotiabank,240,$51.21
"['Clothing', 'Retail']",-1.72%,1.88%,Japan,54a8442ed70f4bdf9da007a2323eca84,$61.92 B,Fast Retailing,237,$605.94
['Telecommunication'],0.01%,6.65%,India,0001b7a9c3d948cc9878368a0e0b2d81,$61.78 B,Bharti Airtel,238,$10.42
['Telecommunication'],-3.28%,3.39%,Mexico,422b48b1879e44bf9b9280cd48e6a2ab,$62.28 B,America Movil,235,$18.90
"['Oil&Gas', 'Energy']",-0.86%,130.05%,USA,b1a8e4afbfed485b8bfc4788bc95e32e,$61.99 B,Occidental Petroleum,236,$68.21
"['Electricity', 'Utility companies', 'Energy']",-1.44%,-12.30%,,99ee022722cf4501b546352b9389483e,$62.70 B,Verbund Ag,233,$90.04
"['Pharmaceuticals', 'Biotech']",-4.18%,30.46%,Japan,aaaa588fdadd477c9a28a80617e6bf72,$62.88 B,Daiichi Sankyō,232,$32.81
"['Semiconductors', 'Tech', 'Tech Hardware']",-1.18%,-30.82%,USA,3983b299f07e4dabb5b2852b540b1fe6,$62.41 B,Lam Research,234,$457.67
"['Professional services', 'Insurance']",1.22%,3.19%,UK,ea9a498fd48d4e0f8e224d876bacf6ff,$63.45 B,Aon,231,$306.78
['Beverages'],-2.11%,-5.35%,China,4f70376bc33c49e0a9f0bfa1324722d6,$63.67 B,Nongfu Spring,228,$5.66
"['Oil&Gas', 'Energy']",-1.29%,28.00%,China,9099c6356a124e708ee2f94bb61b1acb,$63.67 B,Cnooc,229,$1.28
"['Stock exchanges', 'Financial services', 'Stock/Crypto exchanges']",-0.71%,-22.03%,USA,b8458bbd698a409ea29d396743c2067b,$63.53 B,Cme Group,230,$176.63
"['Internet', 'Tech', 'REITs', 'Real estate', 'Investment']",-0.96%,-13.42%,USA,09b0736da20547a09aa6defb8f0a077e,$63.98 B,Equinix,226,$691.47
"['Travel', 'Internet', 'Online Travel', 'Tech']",-0.27%,-40.45%,USA,cdcbea0ace5b4bc3a96bd1b555f3eaff,$63.95 B,Airbnb,227,$101.00
['Conglomerate'],-0.03%,-1.99%,Ireland,d4b02bb710f04effa9b369f7d5c6681c,$64.94 B,Eaton,225,$163.31
['Telecommunication'],-1.91%,2.86%,Japan,bd343c7d5bdd42d9b976985f540e155a,$65.19 B,Kddi,224,$29.82
"['Banks', 'Financial services']",-1.37%,10.30%,Singapore,9b5aeeb720f74bc791a27d6cd5679981,$65.61 B,Dbs Group,222,$25.49
['Consumer goods'],0.54%,3.56%,USA,c907db95cccf403090259d1c0777652e,$65.28 B,Colgate-palmolive,223,$78.17
"['Banks', 'Financial services']",-0.35%,-18.64%,USA,104bbf94b29a43b7967fb3662f742d91,$66.23 B,Pnc Financial Services,220,$164.23
"['Retail', 'Supermarket Chains']",-1.97%,14.89%,Mexico,50b0a90c19ab4254b2caed8ce0d9fe70,$66.07 B,Walmex,221,$3.78
"['Banks', 'Financial services']",-0.09%,17.30%,India,286afc63ffd4408fba0fec65de44863e,$66.60 B,State Bank Of India,219,$7.46
['Medical devices'],1.04%,17.68%,USA,3aaa99334982423b978e66e9d9904860,$66.74 B,Boston Scientific,218,$46.60
['Paint & Coating'],2.44%,-24.12%,USA,36f9ae13483145e8aa7fcf412e948afd,$66.79 B,Sherwin-williams,216,$257.75
"['Oil&Gas', 'Energy']",0.32%,48.53%,Canada,d8d96b2384f54d669f3496ea157fd27e,$66.79 B,Canadian Natural Resources,217,$59.96
"['Financial services', 'Tech']",0.41%,5.61%,USA,76560cdd2c8d49c18569d7804e9c5508,$66.97 B,Fiserv,215,$105.46
['Chemicals'],1.20%,-22.71%,Saudi Arabia,0168aafb347b491ebf823883453ee85b,$67.07 B,Sabic,214,$22.36
"['Banks', 'Financial services']",-0.95%,7.78%,Australia,0618bfcf7f81463c9540e22ac233415d,$67.23 B,National Australia Bank,213,$21.33
"['Railways', 'Transportation', 'Infrastructure']",-1.93%,-9.90%,USA,b0180b4b9d784e7bb52b156c1ebe0f5b,$67.38 B,Csx Corporation,211,$32.05
"['Investment', 'Financial services', 'Telecommunication', 'Conglomerate']",0.13%,-9.07%,Japan,887b30f214f045afa903dec740c67304,$67.28 B,Softbank,212,$45.10
"['Insurance', 'CAC 40']",0.05%,1.48%,France,336bb708c111464e85db583bc23a634b,$67.39 B,Axa,210,$28.84
['Healthcare'],0.23%,3.00%,USA,6840b4bb20fc474bb7b9c963a117692c,$67.57 B,Hca Healthcare,209,$239.03
"['Banks', 'Financial services']",0.36%,-0.18%,Japan,cd1663ae081f4f648a252b34d8382b18,$67.69 B,Mitsubishi Ufj Financial,208,$5.50
"['Banks', 'Financial services']",0.83%,-5.08%,Canada,a4bd2fa10d5142419b119ec619a0cf38,$67.77 B,Bank Of Montreal,207,$99.84
"['Banks', 'Financial services', 'CAC 40']",0.23%,-13.07%,France,5a7ab15c98ca49bf8ba9db98c40d5a22,$68.52 B,Bnp Paribas,205,$55.55
"['Banks', 'Financial services']",0.64%,-19.36%,USA,4ad21742c0394c3c8a4bd34bf64a8377,$67.81 B,U.s. Bancorp,206,$45.64
['Insurance'],-0.29%,29.74%,USA,e12fc52dcc8c4d0fbec2f4ed3783afab,$69.22 B,Humana,204,$546.78
"['Electricity', 'Utility companies']",0.75%,-0.98%,China,e8a69d26a09c489583fa8c52b53e37d3,$69.23 B,China Yangtze Power,203,$3.04
"['Energy', 'Oil&Gas', 'Electricity', 'Infrastructure']",-0.77%,35.57%,USA,0b436a28cb3046e2932b253006d67994,$52.15 B,Sempra Energy,297,$165.93
"['Oil&Gas', 'Energy']",-3.77%,-29.67%,Russia,ba4f03ca1a464174acc580daa3cc6557,$52.21 B,Rosneft,296,$5.50
"['Tech', 'Software', 'IT security', 'Networking hardware']",-3.20%,-67.74%,USA,25312df6ccc0411e8b3e36f3ed1563c7,$52.21 B,Palo Alto Networks,295,$172.69
"['Hotels', 'Travel']",0.27%,9.60%,USA,854daa9f281142d28d0a1942a36a3054,$52.42 B,Marriott International,294,$165.63
"['Alcoholic beverages', 'CAC 40', 'Beverages']",0.37%,-12.74%,France,4ac1066cc0754c3685689b632b00d6bd,$52.53 B,Pernod Ricard,293,$200.82
"['Energy', 'Oil&Gas']",-1.86%,6.88%,Italy,2fac2f86234146b38e1e2002ba52231b,$52.82 B,Eni,291,$29.06
"['CAC 40', 'Aerospace', 'Defense contractors']",0.53%,6.71%,France,b0cde875bac14b37b94cefa3eeb4af3b,$52.61 B,Safran,292,$123.38
"['Software', 'Semiconductors', 'Tech', 'Electronics', 'Tech Hardware']",-2.70%,-0.43%,USA,6cd594b2e2264cf199b8525424677857,$53.23 B,Synopsys,289,$348.17
['Consumer goods'],0.00%,-9.24%,UK,fb7422818c654b5a9f14b3977494da37,$53.13 B,Reckitt Benckiser,290,$74.24
"['Machinery manufacturing', 'Manufacturing']",-1.34%,-25.16%,Russia,40e18f09d4c54ec29aa41ee9141f4f76,$53.58 B,United Heavy Machinery,288,$63.30
,0.14%,30.59%,USA,a2d6c3ae5bc948078609d677328f758c,$53.71 B,O'reilly Automotive,287,$858.41
"['Oil&Gas', 'Energy']",0.16%,16.61%,USA,c62a1855f4634aafb7d419037160c766,$54.06 B,Enterprise Products,286,$24.85
['Mining'],-0.17%,9.01%,UK,ee44c26f00544f3da37fc63a2d34496c,$54.20 B,Anglo American,285,$40.53
['Beverages'],0.77%,25.41%,USA,6a7c61f8a6a84d19a705f8664b8b0624,$54.28 B,Monster Beverage,283,$104.04
"['Electronics', 'Semiconductors', 'Tech', 'Tech Hardware']",-0.34%,-34.05%,Japan,00bcace7417c4e2b9cdc4a959184396c,$54.21 B,Tokyo Electron,284,$348.10
"['E-Commerce', 'Internet', 'Tech']",-0.78%,-97.02%,Canada,2d6beb59ab0f430b8134d2111baa5e26,$54.77 B,Shopify,282,$43.06
['Healthcare'],1.88%,75.51%,USA,ef00a97ab97945a585ea5b35096dd275,$54.85 B,Mckesson,281,$386.85
['Beverages'],0.08%,13.41%,USA,65cbf27f0f9e4905a0abacb3d0c1fc27,$54.86 B,Keurig Dr Pepper,280,$38.74
['Conglomerate'],0.19%,108.66%,India,1602e678927f46bc8a55e86a48c9c27b,$54.93 B,Adani Enterprises,279,$48.18
['Retail'],3.22%,13.04%,USA,69f1bbb605d64e0aa4466bece84f698e,$55.03 B,Dollar General,278,$243.96
"['Semiconductors', 'Tech', 'Tech Hardware']",-0.30%,-3.22%,USA,c3b4b8eed7a444009cee6dbc5c0077f9,$55.20 B,Kla,277,$389.56
['Financial services'],-1.42%,-22.46%,USA,3d4c74df5bcc4b778a6272b1712c1c0d,$55.27 B,Moody's,276,$301.73
,-1.66%,86.69%,USA,78da1d913e3b417693e15b80cb5df260,$55.40 B,Marathon Petroleum,275,$118.23
,0.21%,-8.39%,UK,329d12024c674f25bf20cfe9b9d31e9e,$55.60 B,Relx,274,$28.70
"['Alcoholic beverages', 'Beverages']",0.35%,-3.52%,Netherlands,961d45afc93340dba28b070a46c59aa8,$55.77 B,Heineken,272,$96.36
"['Automakers', 'Manufacturing']",-1.56%,-30.25%,USA,df437455f93b430794dc2041434ffecd,$55.72 B,Ford,273,$13.86
"['Electricity', 'Utility companies', 'Energy']",0.32%,-25.60%,Italy,ade2e52022b84aa1b753f7a112eb54b6,$56.35 B,Enel,271,$5.55
"['Banks', 'Financial services']",-0.67%,11.07%,Australia,a7e8c3cce96f4586959f70b815db6d8b,$56.45 B,Westpac Banking,270,$16.15
"['Automakers', 'Manufacturing']",-1.31%,-34.61%,USA,f9a09a65cc834ea993fcecf9ade6d9ce,$56.68 B,General Motors,268,$39.90
"['Medical devices', 'Manufacturing']",-2.28%,-13.86%,China,4e256a96e850411696268106c5cb9775,$56.65 B,Mindray,269,$46.73
"['Oil&Gas', 'Energy']",0.14%,35.25%,USA,072638fe181241c3a29599fd6d088d42,$56.88 B,Pioneer Natural Resources,267,$239.41
['Media/Press'],0.50%,-2.35%,Canada,56af6d5979e9494d9ebebb8d2a4e583c,$56.89 B,Thomson Reuters,266,$117.84
"['Banks', 'Financial services']",-0.68%,-25.30%,China,d22eb837385748ccb48297a21f27962b,$57.10 B,Postal Savings Bank Of China,264,$0.62
"['Pharmaceuticals', 'Chemicals', 'DAX', 'Biotech']",-1.06%,13.06%,Germany,fb53fe353ef54eb9810d2ddf2645db82,$56.98 B,Bayer,265,$58.00
"['Manufacturing', 'Engineering']",1.29%,7.18%,USA,d486273aa04842798d1f41011b5907dd,$57.28 B,Emerson,263,$96.87
"['Software', 'CAC 40', 'Tech']",0.14%,-34.65%,France,af565ee8f81a42bca929c70c552606e4,$51.91 B,Dassault Systèmes,300,$38.67
"['Real estate', 'Investment', 'REITs']",0.11%,-11.70%,USA,ffc5c4678772480caed0c2b5ff243d1d,$52.09 B,Public Storage,299,$295.80
['Chemicals'],-1.88%,-22.31%,Japan,f8a54d23289c4f74a482a28a65a8f367,$52.11 B,Shin-etsu Chemical,298,$130.45
"['Electricity', 'Energy', 'Renewable energy']",2.06%,-47.63%,China,e84dbbac840a40828b8c96882bbc9f50,$51.82 B,Longi Green Energy Technology,301,$6.84
"['Oil&Gas', 'Energy']",-0.50%,-32.81%,Russia,713de8f8b26d494280d39a23d4335f1b,$46.65 B,Novatek,358,$15.54
['Insurance'],-0.55%,16.29%,USA,c28046eafb794cbda7edf1024d4ff69f,$46.62 B,American International Group,359,$62.75
,1.82%,-11.14%,Ireland,265f8dbe8a214efcbe51d7b42a38e702,$46.77 B,Johnson Controls,357,$68.12
"['Banks', 'Financial services']",0.29%,1.64%,Japan,84f6a37959a64949a0bcf649956e4386,$46.82 B,Sumitomo Mitsui Financial Group,356,$6.83
"['Banks', 'Financial services']",0.16%,-52.39%,Russia,1902879d8feb4c5a97ff4e163e724871,$46.99 B,Sberbank,354,$2.09
,0.02%,7.03%,USA,89514c4e5e9d462e9f075885b007c3ce,$46.96 B,Cintas,355,$462.53
"['Banks', 'Financial services']",-0.18%,-9.40%,India,cc6164de50bb4fefac3d7a4a2957af1e,$47.09 B,Kotak Mahindra Bank,352,$23.72
"['Scientific & Technical Instruments', 'Tech']",-0.19%,-5.01%,USA,4f382717354f421391540e7480f67fc7,$47.07 B,Roper Technologies,353,$443.87
"['Software', 'Tech', 'Electronics', 'Tech Hardware']",-2.46%,-6.62%,USA,37ca458f63f54517acc5e70b894703e6,$47.30 B,Cadence Design Systems,349,$172.43
"['Courier', 'Transportation']",0.53%,-22.90%,USA,e99aa47fa1c3419099852cfa1655e667,$47.20 B,Fedex,350,$181.41
"['Chemicals', 'DAX']",1.82%,-23.27%,Germany,3a07d2ad182649b6be540f06afa4d3ff,$47.13 B,Basf,351,$51.32
"['Entertainment', 'Hotels', 'Travel']",-1.52%,-6.21%,Japan,84fcc2a9fc51460f9419821aa92c3906,$47.32 B,Oriental Land,348,$144.48
"['Banks', 'Financial services']",-1.41%,7.41%,Indonesia,45ec7ed819db438f9fb46c3bae2307e1,$47.44 B,Bank Rakyat Indonesia,345,$0.29
"['Banks', 'Financial services', 'Investment']",-1.02%,-13.62%,Australia,12e1d0117a814b9ba670b6b3b4e2c91e,$47.35 B,Macquarie,346,$122.50
['Medical devices'],-1.30%,-30.30%,USA,3d44c97a1d7a445db1f742b7940a2d0f,$47.32 B,Edwards Lifesciences,347,$76.55
"['E-Commerce', 'Internet', 'Tech']",0.43%,-16.31%,,04a00f6537214d0eb16d8e8be4546f4a,$47.53 B,Mercadolibre,344,$945.07
['Mining'],0.83%,5.59%,USA,4183d5b0ec4c4b6a8485de07f6a945ad,$47.90 B,Southern Copper,341,$61.97
"['Home & Kitchen Appliances', 'Manufacturing']",-0.56%,-35.71%,China,35ab2933821248c3aa517478c07ebb7d,$47.88 B,Midea,342,$6.84
"['Biotech', 'Manufacturing']",-1.58%,-11.54%,South Korea,26fd0cdc29a04355a7191e3d46b5dbd7,$47.71 B,Samsung Biologics,343,$670.33
"['Tech', 'Software']",-2.79%,-58.44%,USA,d198e99af8764e04a931175b51e96c42,$47.91 B,Snowflake,340,$149.74
"['Agriculture', 'Chemicals']",1.60%,45.72%,USA,ae95fdc243324509948e9e3ef6175eea,$48.09 B,Corteva,337,$67.31
,-0.31%,-1.03%,USA,a6f9d36814e743b3bb36befe1ea2435b,$47.97 B,Amphenol,338,$80.62
"['Electronics', 'Manufacturing', 'Tech Hardware', 'Tech']",2.43%,-8.95%,Taiwan,77a21490375d4fdc980e54c519655337,$47.95 B,Foxconn (hon Hai Precision Industry),339,$3.46
"['Alcoholic beverages', 'Beverages']",0.90%,15.89%,USA,66be52ea7a1c4370bea4dcdbf6c441e6,$48.15 B,Constellation Brands,335,$261.05
['Food'],1.23%,32.85%,USA,b3802d4155b6494c844cdbda4d964000,$48.13 B,The Hershey Company,336,$234.73
"['Energy', 'Oil&Gas', 'Utility companies']",-0.91%,98.96%,India,16fdc51d86704e47b734a2976eac39d7,$48.45 B,Adani Total Gas,333,$43.97
['Conglomerate'],-2.25%,9.14%,Japan,581690ca71be4b1a841d85098e0a70a2,$48.41 B,Mitsubishi Corporation,334,$33.07
"['Healthcare', 'Insurance']",-0.02%,20.12%,USA,2d1f6dc532884fd8a5260d19254a7d50,$48.57 B,Centene,332,$85.79
['Food'],0.86%,19.79%,USA,1f5c42d4d2d140a2b54489b58c4bdde2,$48.78 B,Kraft Heinz,331,$39.83
"['Electricity', 'Energy']",-1.41%,16.98%,USA,32cddcdd9a0b42b0bcdf60023cea8e2e,$48.87 B,American Electric Power,328,$95.12
['Manufacturing'],-1.43%,-22.91%,Japan,89ba16813f22480790d89572b171680f,$48.82 B,Daikin,329,$166.83
['Retail'],0.73%,37.64%,USA,48c0a7f40d4a48c4ae1422a65b129aaa,$48.81 B,Autozone,330,"$2,572"
"['Energy', 'Oil&Gas']",-3.76%,78.54%,USA,0c3df56a537b4dd98f3e7ce7016e5875,$48.98 B,Valero Energy,327,$127.07
"['Retail', 'Sports goods', 'Clothing']",1.09%,-14.35%,Canada,d67f9196c357450093613d9645233810,$49.21 B,Lululemon Athletica,324,$385.99
"['Beverages', 'Alcoholic beverages']",0.65%,10.32%,Brazil,d9b01a38def74321b8fcdce20784bff9,$49.13 B,Ambev,325,$3.10
"['Electricity', 'Utility companies', 'Energy']",0.00%,-10.16%,France,8f203a30ddee418daf331ea31a9b0b97,$49.10 B,Edf (electricité De France),326,$12.64
"['Banks', 'Financial services']",1.41%,24.14%,Brazil,b7463ef6fd374a73a1a7e2eeb8d8d031,$49.39 B,Itaú Unibanco,322,$5.04
"['Automakers', 'Manufacturing', 'CAC 40']",-2.23%,-15.27%,Netherlands,e179b6d82c084a36b401ecc99e6c79a4,$49.38 B,Stellantis,323,$15.37
['Food'],1.69%,-39.32%,China,45f01911e4e0424594bc97c51ce6be4c,$49.74 B,Foshan Haitian Flavouring And Food,320,$10.74
['Financial services'],-1.07%,-14.33%,India,aaf8b4e4aab74d5fac0b6b89048a0eee,$49.64 B,Bajaj Finance,321,$82.00
['Telecommunication'],-2.47%,-66.55%,Saudi Arabia,ce721a7c8f494af6a5bf2b475150a602,$49.83 B,Saudi Telecom Company,318,$9.98
"['Video games', 'Electronics', 'Entertainment', 'Tech Hardware', 'Tech']",-1.41%,-90.69%,Japan,759d964f11ed4e12ac8c21a71c669340,$49.82 B,Nintendo,319,$42.65
"['Banks', 'Financial services']",0.34%,-6.94%,Spain,4e15f6627caa4678a88b6b1ee2d1c40b,$49.93 B,Santander,316,$2.95
"['Courier', 'DAX']",1.85%,-30.31%,Germany,ea28a63eff5f4f62822a04bf413129b3,$49.85 B,Deutsche Post,317,$40.93
"['Engineering', 'Conglomerate']",-2.35%,-10.23%,Japan,4ac930cb31644def9552370c06ec57df,$50.09 B,Hitachi,314,$53.25
"['Financial services', 'Tech']",-1.39%,-41.10%,Netherlands,62091e4fa3e64a5fb2bc69c48f539cd4,$50.03 B,Adyen,315,"$1,563"
"['Banks', 'Financial services']",-1.20%,-12.21%,Australia,5f8b24ee2daa4c13a1d3f53624af3140,$50.11 B,Anz Bank,313,$16.75
"['Oil&Gas', 'Energy']",-1.28%,49.43%,USA,6e230553120641f9aeb680fa84764452,$50.41 B,Phillips 66,310,$106.66
"['Electricity', 'Energy', 'Utility companies']",0.17%,-15.83%,USA,3d8a53da4af74e6cbcf44fe2b0c52d27,$50.38 B,Dominion Energy,311,$60.47
['Food'],0.43%,46.97%,USA,b9f8c0b5beec4d2697933131b9bfabf4,$50.37 B,Archer Daniels Midland (adm),312,$91.71
['Insurance'],0.05%,,India,3387c3bd1cb54914a9169fce46bf1dd6,$50.59 B,Life Insurance Corporation Of India (lic),309,$8.00
['Food'],1.29%,37.64%,USA,3400cfb3b7904f969c170b851eb6fbbe,$51.35 B,General Mills,306,$86.52
"['Tech', 'Software']",-0.69%,2.98%,USA,cd1051feb02f477b979c27f26544a493,$51.31 B,Vmware,307,$120.84
"['Stock exchanges', 'Financial services', 'Stock/Crypto exchanges']",-0.63%,-26.99%,Hong Kong,ef6214d99a2b4bc3bea5780349bddbc5,$51.30 B,Hong Kong Exchanges & Clearing,308,$40.47
['Tobacco'],-0.71%,37.54%,India,ed492da285154ab3b8ce81607192790f,$51.39 B,Itc,305,$4.14
"['Staffing & Employment Services', 'Professional services']",-1.86%,-48.42%,Japan,e5f790ca58f34515a8cd91668640a11b,$51.80 B,Recruit,302,$32.16
"['Banks', 'Financial services']",-0.68%,-14.19%,China,267de01bf9564a2d836f6447a0b4c311,$51.52 B,Industrial Bank,303,$2.48
['Telecommunication'],0.32%,21.21%,China,da9eb68e677c4582bb394c36e91f564c,$51.41 B,China Telecom,304,$0.40
"['Pharmaceuticals', 'Biotech']",-0.98%,30.80%,USA,acf21ce4e9d547da8c8cea78092ffd20,$43.04 B,Biogen,398,$298.90
"['Banks', 'Financial services']",0.58%,-9.05%,Italy,3a4c2b73cddc4f989e4c42a8a88d161a,$42.93 B,Intesa Sanpaolo,400,$2.21
['Electronics'],-0.31%,-38.93%,China,0c0b3115d112412da2eb1a9f2150d902,$42.93 B,Hikvision,399,$4.55
,-0.38%,-32.62%,USA,d81aa8d6c1684322a18523b8b3d0d22e,$43.11 B,Ecolab,397,$151.36
,-0.83%,21.59%,USA,d86ec5cda5254130a4f74ebb8e2aa809,$43.24 B,Sysco,396,$85.33
"['Telecommunication', 'Media/Press']",-0.57%,-7.62%,Canada,d12b519059a84338abbf0752d5a540f7,$43.39 B,Bce,394,$47.27
"['Semiconductors', 'Tech', 'Tech Hardware']",-3.31%,-38.10%,South Korea,44f4712d56d14c5089d4ddd794f4bff1,$43.39 B,Sk Hynix,395,$63.10
"['Energy', 'Oil&Gas']",-0.53%,32.26%,Canada,87a6dafbd8174f5bbbf671d01cffca76,$43.40 B,Suncor Energy,393,$31.94
"['Oil&Gas', 'Energy']",0.52%,41.32%,USA,983d7a081b3640e99ccb87b9d4566e6d,$28.80 B,Cheniere Energy,607,$59.51
"['Software', 'Tech']",-2.81%,-21.95%,USA,caf5c3136596406bb803f2f80b9d4545,$43.41 B,Autodesk,392,$201.11
