"Ticker symbol","Security","SEC filings","GICS Sector","Address of Headquarters","CIK"
"AON","Aon plc","reports","Financials","London, United Kingdom","0000315293"
"APA","Apache Corporation","reports","Energy","Houston, Texas","0000006769"
"AIV","Apartment Investment & Mgmt","reports","Financials","Denver, Colorado","0000922864"
"AAPL","Apple Inc.","reports","Information Technology","Cupertino, California","0000320193"
"AMAT","Applied Materials Inc","reports","Information Technology","Santa Clara, California","0000006951"
"ADM","Archer-Daniels-Midland Co","reports","Consumer Staples","Decatur, Illinois","0000007084"
"AJG","Arthur J. Gallagher & Co.","reports","Financials","Itasca, Illinois","0000354190"
"AIZ","Assurant Inc","reports","Financials","New York, New York","0001267238"
"T","AT&T Inc","reports","Telecommunications Services","Dallas, Texas","0000732717"
"ADSK","Autodesk Inc","reports","Information Technology","San Rafael, California","0000769397"
"ADP","Automatic Data Processing","reports","Information Technology","Roseland, New Jersey","0000008670"
"AN","AutoNation Inc","reports","Consumer Discretionary","Fort Lauderdale, Florida","0000350698"
"AZO","AutoZone Inc","reports","Consumer Discretionary","Memphis, Tennessee","0000866787"
"AVGO","Avago Technologies","reports","Information Technology","San Jose, California","0001441634"
"AVB","AvalonBay Communities, Inc.","reports","Financials","Arlington, Virginia","0000915912"
"AVY","Avery Dennison Corp","reports","Materials","Glendale, California","0000008818"
"BHI","Baker Hughes Inc","reports","Energy","Houston, Texas","0000808362"
"BLL","Ball Corp","reports","Materials","Broomfield, Colorado","0000009389"
"BAC","Bank of America Corp","reports","Financials","Charlotte, North Carolina","0000070858"
"BK","The Bank of New York Mellon Corp.","reports","Financials","New York, New York","0001390777"
"BCR","Bard (C.R.) Inc.","reports","Health Care","Murray Hill, New Jersey","0000009892"
"BAX","Baxter International Inc.","reports","Health Care","Deerfield, Illinois","0000010456"
"BBT","BB&T Corporation","reports","Financials","Winston-Salem, North Carolina","0000092230"
"BDX","Becton Dickinson","reports","Health Care","Franklin Lakes, New Jersey","0000010795"
"BBBY","Bed Bath & Beyond","reports","Consumer Discretionary","Union, New Jersey","0000886158"
"BRK-B","Berkshire Hathaway","reports","Financials","Omaha, Nebraska","0001067983"
"BBY","Best Buy Co. Inc.","reports","Consumer Discretionary","Richfield, Minnesota","0000764478"
"BIIB","BIOGEN IDEC Inc.","reports","Health Care","Weston, Massachusetts","0000875045"
"BLK","BlackRock","reports","Financials","New York, New York","0001364742"
"HRB","Block H&R","reports","Financials","Kansas City, Missouri","0000012659"
"BA","Boeing Company","reports","Industrials","Chicago, Illinois","0000012927"
"BWA","BorgWarner","reports","Consumer Discretionary","Auburn Hills, Michigan","0000908255"
"BXP","Boston Properties","reports","Financials","Boston, Massachusetts","0001037540"
"BSX","Boston Scientific","reports","Health Care","Marlborough, Massachusetts","0000885725"
"BMY","Bristol-Myers Squibb","reports","Health Care","New York, New York","0000014272"
"BF-B","Brown-Forman Corporation","reports","Consumer Staples","Louisville, Kentucky","0000014693"
"CHRW","C. H. Robinson Worldwide","reports","Industrials","Eden Prairie, Minnesota","0001043277"
"CA","CA, Inc.","reports","Information Technology","Islandia, New York","0000356028"
"COG","Cabot Oil & Gas","reports","Energy","Houston, Texas","0000858470"
"CPB","Campbell Soup","reports","Consumer Staples","Camden, New Jersey","0000016732"
"COF","Capital One Financial","reports","Financials","Tysons Corner, Virginia","0000927628"
"CAH","Cardinal Health Inc.","reports","Health Care","Dublin, Ohio","0000721371"
"HSIC","Henry Schein","reports","Health Care","Melville, New York","0001000228"
"KMX","Carmax Inc","reports","Consumer Discretionary","Richmond, Virginia","0001170010"
"CCL","Carnival Corp.","reports","Consumer Discretionary","Miami, Florida","0000815097"
"CAT","Caterpillar Inc.","reports","Industrials","Peoria, Illinois","0000018230"
"CBG","CBRE Group","reports","Financials","Los Angeles, California","0001138118"
"CBS","CBS Corp.","reports","Consumer Discretionary","New York, New York","0000813828"
"CELG","Celgene Corp.","reports","Health Care","Summit, New Jersey","0000816284"
"CNC","Centene Corporation","reports","Health Care","St Louis, Missouri","0001071739"
"CNP","CenterPoint Energy","reports","Utilities","Houston, Texas","0001130310"
"CTL","CenturyLink Inc","reports","Telecommunications Services","Monroe, Louisiana","0000018926"
"CERN","Cerner","reports","Health Care","North Kansas City, Missouri","0000804753"
"CF","CF Industries Holdings Inc","reports","Materials","Deerfield, Illinois","0001324404"
"SCHW","Charles Schwab Corporation","reports","Financials","San Francisco, California","0000316709"
"CHTR","Charter Communications","reports","Consumer Discretionary","Stamford, Connecticut","0001091667"
"CHK","Chesapeake Energy","reports","Energy","Oklahoma City, Oklahoma","0000895126"
"CVX","Chevron Corp.","reports","Energy","San Ramon, California","0000093410"
"CMG","Chipotle Mexican Grill","reports","Consumer Discretionary","Denver, Colorado","0001058090"
"CB","Chubb Limited","reports","Financials","Zurich, Switzerland","0000896159"
"CHD","Church & Dwight","reports","Consumer Staples","Ewing, New Jersey","0000313927"
"CI","CIGNA Corp.","reports","Health Care","Philadelphia, Pennsylvania","0000701221"
"XEC","Cimarex Energy","reports","Energy","Denver, Colorado","0001168054"
"CINF","Cincinnati Financial","reports","Financials","Fairfield, Ohio","0000020286"
"CTAS","Cintas Corporation","reports","Industrials","Mason, Ohio","0000723254"
"CSCO","Cisco Systems","reports","Information Technology","San Jose, California","0000858877"
"C","Citigroup Inc.","reports","Financials","New York, New York","0000831001"
"CTXS","Citrix Systems","reports","Information Technology","Fort Lauderdale, Florida","0000877890"
"CLX","The Clorox Company","reports","Consumer Staples","Oakland, California","0000021076"
"CME","CME Group Inc.","reports","Financials","Chicago, Illinois","0001156375"
"CMS","CMS Energy","reports","Utilities","Jackson, Michigan","0000811156"
"COH","Coach Inc.","reports","Consumer Discretionary","New York, New York","0001116132"
"KO","The Coca Cola Company","reports","Consumer Staples","Atlanta, Georgia","0000021344"
"CTSH","Cognizant Technology Solutions","reports","Information Technology","Teaneck, New Jersey","0001058290"
"CL","Colgate-Palmolive","reports","Consumer Staples","New York, New York","0000021665"
"CMCSA","Comcast A Corp","reports","Consumer Discretionary","Philadelphia, Pennsylvania","0001166691"
"CMA","Comerica Inc.","reports","Financials","Dallas, Texas","0000028412"
"CAG","ConAgra Foods Inc.","reports","Consumer Staples","Omaha, Nebraska","0000023217"
"CXO","Concho Resources","reports","Energy","Midland, Texas","0001358071"
"COP","ConocoPhillips","reports","Energy","Houston, Texas","0001163165"
"ED","Consolidated Edison","reports","Utilities","New York, New York","0001047862"
"STZ","Constellation Brands","reports","Consumer Staples","Victor, New York","0000016918"
"GLW","Corning Inc.","reports","Industrials","Corning, New York","0000024741"
"COST","Costco Co.","reports","Consumer Staples","Issaquah, Washington","0000909832"
"COTY","Coty, Inc","reports","Consumer Staples","New York, NY","0001024305"
"CCI","Crown Castle International Corp.","reports","Financials","Houston, Texas","0001051470"
"CSRA","CSRA Inc.","reports","Information Technology","Falls Church, Virginia","0001646383"
"CSX","CSX Corp.","reports","Industrials","Jacksonville, Florida","0000277948"
"CMI","Cummins Inc.","reports","Industrials","Columbus, Indiana","0000026172"
"CVS","CVS Health","reports","Consumer Staples","Woonsocket, Rhode Island","0000064803"
"DHI","D. R. Horton","reports","Consumer Discretionary","Fort Worth, Texas","0000882184"
"DHR","Danaher Corp.","reports","Industrials","Washington, D.C.","0000313616"
"DRI","Darden Restaurants","reports","Consumer Discretionary","Orlando, Florida","0000940944"
"DVA","DaVita Inc.","reports","Health Care","Denver, Colorado","0000927066"
"DE","Deere & Co.","reports","Industrials","Moline, Illinois","0000315189"
"DLPH","Delphi Automotive","reports","Consumer Discretionary","Gillingham, Kent, United Kingdom","0001521332"
"DAL","Delta Air Lines","reports","Industrials","Atlanta, Georgia","0000027904"
"XRAY","Dentsply Sirona","reports","Health Care","York, Pennsylvania","0000818479"
"DVN","Devon Energy Corp.","reports","Energy","Oklahoma City, Oklahoma","0001090012"
"DLR","Digital Realty Trust","reports","Financials","San Francisco, California","0001297996"
"DFS","Discover Financial Services","reports","Financials","Riverwoods, Illinois","0001393612"
"DISCA","Discovery Communications-A","reports","Consumer Discretionary","Silver Spring, Maryland","0001437107"
"DISCK","Discovery Communications-C","reports","Consumer Discretionary","Silver Spring, Maryland","0001437107"
"DG","Dollar General","reports","Consumer Discretionary","Goodlettsville, Tennessee","0000029534"
"DLTR","Dollar Tree","reports","Consumer Discretionary","Chesapeake, Virginia","0000935703"
"D","Dominion Resources","reports","Utilities","Richmond, Virginia","0000715957"
"DOV","Dover Corp.","reports","Industrials","Downers Grove, Illinois","0000029905"
"DOW","Dow Chemical","reports","Materials","Midland, Michigan","0000029915"
"DPS","Dr Pepper Snapple Group","reports","Consumer Staples","Plano, Texas","0001418135"
"DTE","DTE Energy Co.","reports","Utilities","Detroit, Michigan","0000936340"
"DD","Du Pont (E.I.)","reports","Materials","Wilmington, Delaware","0000030554"
"DUK","Duke Energy","reports","Utilities","Charlotte, North Carolina","0001326160"
"DNB","Dun & Bradstreet","reports","Industrials","Short Hills, New Jersey","0001115222"
"ETFC","E*Trade","reports","Financials","New York, New York","0001015780"
"EMN","Eastman Chemical","reports","Materials","Kingsport, Tennessee","0000915389"
"ETN","Eaton Corporation","reports","Industrials","Dublin, Ireland","0001551182"
"EBAY","eBay Inc.","reports","Information Technology","San Jose, California","0001065088"
"ECL","Ecolab Inc.","reports","Materials","St. Paul, Minnesota","0000031462"
"EIX","Edison Int'l","reports","Utilities","Rosemead, California","0000827052"
"EW","Edwards Lifesciences","reports","Health Care","Irvine, California","0001099800"
"EA","Electronic Arts","reports","Information Technology","Redwood City, California","0000712515"
"EMR","Emerson Electric Company","reports","Industrials","Ferguson, Missouri","0000032604"
"ENDP","Endo International","reports","Health Care","Dublin, Ireland","0001100962"
"ETR","Entergy Corp.","reports","Utilities","New Orleans, Louisiana","0000065984"
"EOG","EOG Resources","reports","Energy","Houston, Texas","0000821189"
"EQT","EQT Corporation","reports","Energy","Pittsburgh, Pennsylvania","0000033213"
"EFX","Equifax Inc.","reports","Financials","Atlanta, Georgia","0000033185"
"EQIX","Equinix","reports","Information Technology","Redwood City, California","0001101239"
"EQR","Equity Residential","reports","Financials","Chicago, Illinois","0000906107"
"ESS","Essex Property Trust Inc","reports","Financials","Palo Alto, California","0000920522"
"EL","Estee Lauder Cos.","reports","Consumer Staples","New York, New York","0001001250"
"ES","Eversource Energy","reports","Utilities","Springfield, Massachusetts","0000072741"
"EXC","Exelon Corp.","reports","Utilities","Chicago, Illinois","0001109357"
"EXPE","Expedia Inc.","reports","Consumer Discretionary","Bellevue, Washington","0001324424"
"EXPD","Expeditors Int'l","reports","Industrials","Seattle, Washington","0000746515"
"ESRX","Express Scripts","reports","Health Care","Cool Valley, Missouri","0001532063"
"EXR","Extra Space Storage","reports","Financials","Salt Lake City, UT","0001289490"
"XOM","Exxon Mobil Corp.","reports","Energy","Irving, Texas","0000034088"
"FFIV","F5 Networks","reports","Information Technology","Seattle, Washington","0001048695"
"FB","Facebook","reports","Information Technology","Menlo Park, California","0001326801"
"FAST","Fastenal Co","reports","Industrials","Winona, Minnesota","0000815556"
"FRT","Federal Realty Investment Trust","reports","Financials","Rockville, Maryland","0000034903"
"FDX","FedEx Corporation","reports","Industrials","Memphis, Tennessee","0001048911"
"FIS","Fidelity National Information Services","reports","Information Technology","Jacksonville, Florida","0001136893"
"FITB","Fifth Third Bancorp","reports","Financials","Cincinnati, Ohio","0000035527"
"FSLR","First Solar Inc","reports","Information Technology","Tempe, Arizona","0001274494"
"FE","FirstEnergy Corp","reports","Utilities","Akron, Ohio","0001031296"
"FISV","Fiserv Inc","reports","Information Technology","Brookfield, Wisconsin","0000798354"
"FLIR","FLIR Systems","reports","Industrials","Wilsonville, Oregon","0000354908"
"FLS","Flowserve Corporation","reports","Industrials","Irving, Texas","0000030625"
"FLR","Fluor Corp.","reports","Industrials","Irving, Texas","0001124198"
"FMC","FMC Corporation","reports","Materials","Philadelphia, Pennsylvania","0000037785"
"FTI","FMC Technologies Inc.","reports","Energy","Houston, Texas","0001135152"
"FL","Foot Locker Inc","reports","Consumer Discretionary","New York, New York","0000850209"
"F","Ford Motor","reports","Consumer Discretionary","Dearborn, Michigan","0000037996"
"FTV","Fortive Corp","reports","Industrials","Everett, Washington","0001659166"
"FBHS","Fortune Brands Home & Security","reports","Industrials","Deerfield, Illinois","0001519751"
"BEN","Franklin Resources","reports","Financials","San Mateo, California","0000038777"
"FCX","Freeport-McMoran Cp & Gld","reports","Materials","Phoenix, Arizona","0000831259"
"FTR","Frontier Communications","reports","Telecommunications Services","Stamford, Connecticut","0000020520"
"GPS","Gap (The)","reports","Consumer Discretionary","San Francisco, California","0000039911"
"GRMN","Garmin Ltd.","reports","Consumer Discretionary","Schaffhausen, Switzerland","0001121788"
"GD","General Dynamics","reports","Industrials","Falls Church, Virginia","0000040533"
"GE","General Electric","reports","Industrials","Fairfield, Connecticut","0000040545"
"GGP","General Growth Properties Inc.","reports","Financials","Chicago, Illinois","0000895648"
"GIS","General Mills","reports","Consumer Staples","Golden Valley, Minnesota","0000040704"
"GM","General Motors","reports","Consumer Discretionary","Detroit, Michigan","0001467858"
"GPC","Genuine Parts","reports","Consumer Discretionary","Atlanta, Georgia","0000040987"
"GILD","Gilead Sciences","reports","Health Care","Foster City, California","0000882095"
"GPN","Global Payments Inc","reports","Information Technology","Atlanta, Georgia","0001123360"
"GS","Goldman Sachs Group","reports","Financials","New York, New York","0000886982"
"GT","Goodyear Tire & Rubber","reports","Consumer Discretionary","Akron, Ohio","0000042582"
"GWW","Grainger (W.W.) Inc.","reports","Industrials","Lake Forest, Illinois","0000277135"
"HAL","Halliburton Co.","reports","Energy","Houston, Texas","0000045012"
"HBI","Hanesbrands Inc","reports","Consumer Discretionary","Winston-Salem, North Carolina","0001359841"
"HOG","Harley-Davidson","reports","Consumer Discretionary","Milwaukee, Wisconsin","0000793952"
"HAR","Harman Int'l Industries","reports","Consumer Discretionary","Stamford, Connecticut","0000800459"
"HRS","Harris Corporation","reports","Information Technology","Melbourne, Florida","0000202058"
"HIG","Hartford Financial Svc.Gp.","reports","Financials","Hartford, Connecticut","0000874766"
"HAS","Hasbro Inc.","reports","Consumer Discretionary","Pawtucket, Rhode Island","0000046080"
"HCA","HCA Holdings","reports","Health Care","Nashville, Tennessee","0000860730"
"HCP","HCP Inc.","reports","Financials","Long Beach, California","0000765880"
"HP","Helmerich & Payne","reports","Energy","Tulsa, Oklahoma","0000046765"
"HES","Hess Corporation","reports","Energy","New York, New York","0000004447"
"HPE","Hewlett Packard Enterprise","reports","Information Technology","Palo Alto, California","0001645590"
"HOLX","Hologic","reports","Health Care","Marlborough, Massachusetts","0000859737"
"HD","Home Depot","reports","Consumer Discretionary","Atlanta, Georgia","0000354950"
"HON","Honeywell Int'l Inc.","reports","Industrials","Morristown, New Jersey","0000773840"
"HRL","Hormel Foods Corp.","reports","Consumer Staples","Austin, Minnesota","0000048465"
"HST","Host Hotels & Resorts","reports","Financials","Bethesda, Maryland","0001070750"
"HPQ","HP Inc.","reports","Information Technology","Palo Alto, California","0000047217"
"HUM","Humana Inc.","reports","Health Care","Louisville, Kentucky","0000049071"
"HBAN","Huntington Bancshares","reports","Financials","Columbus, Ohio","0000049196"
"ITW","Illinois Tool Works","reports","Industrials","Glenview, Illinois","0000049826"
"ILMN","Illumina Inc","reports","Health Care","San Diego, California","0001110803"
"IR","Ingersoll-Rand PLC","reports","Industrials","Dublin, Ireland","0001466258"
"INTC","Intel Corp.","reports","Information Technology","Santa Clara, California","0000050863"
"ICE","Intercontinental Exchange","reports","Financials","Atlanta, Georgia","0001571949"
"IBM","International Bus. Machines","reports","Information Technology","Armonk, New York","0000051143"
"IP","International Paper","reports","Materials","Memphis, Tennessee","0000051434"
"IPG","Interpublic Group","reports","Consumer Discretionary","New York, New York","0000051644"
"IFF","Intl Flavors & Fragrances","reports","Materials","New York, New York","0000051253"
"INTU","Intuit Inc.","reports","Information Technology","Mountain View, California","0000896878"
"ISRG","Intuitive Surgical Inc.","reports","Health Care","Sunnyvale, California","0001035267"
"IVZ","Invesco Ltd.","reports","Financials","Atlanta, Georgia","0000914208"
"IRM","Iron Mountain Incorporated","reports","Industrials","Boston, Massachusetts","0001020569"
"JEC","Jacobs Engineering Group","reports","Industrials","Pasadena, California","0000052988"
"JBHT","J. B. Hunt Transport Services","reports","Industrials","Lowell, Arkansas","0000728535"
"JNJ","Johnson & Johnson","reports","Health Care","New Brunswick, New Jersey","0000200406"
"JCI","Johnson Controls International Plc","reports","Consumer Discretionary","Milwaukee, Wisconsin","0000833444"
"JPM","JPMorgan Chase & Co.","reports","Financials","New York, New York","0000019617"
"JNPR","Juniper Networks","reports","Information Technology","Sunnyvale, California","0001043604"
"KSU","Kansas City Southern","reports","Industrials","Kansas City, Missouri","0000054480"
"K","Kellogg Co.","reports","Consumer Staples","Battle Creek, Michigan","0000055067"
"KEY","KeyCorp","reports","Financials","Cleveland, Ohio","0000091576"
"KMB","Kimberly-Clark","reports","Consumer Staples","Irving, Texas","0000055785"
"KIM","Kimco Realty","reports","Financials","New Hyde Park, New York","0000879101"
"KMI","Kinder Morgan","reports","Energy","Houston, Texas","0001506307"
"KLAC","KLA-Tencor Corp.","reports","Information Technology","Milpitas, California","0000319201"
"KSS","Kohl's Corp.","reports","Consumer Discretionary","Menomonee Falls, Wisconsin","0000885639"
"KHC","Kraft Heinz Co","reports","Consumer Staples","Northfield, Illinois","0001545158"
"KR","Kroger Co.","reports","Consumer Staples","Cincinnati, Ohio","0000056873"
"LB","L Brands Inc.","reports","Consumer Discretionary","Columbus, Ohio","0000701985"
"LLL","L-3 Communications Holdings","reports","Industrials","New York, New York","0001056239"
"LH","Laboratory Corp. of America Holding","reports","Health Care","Burlington, North Carolina","0000920148"
"LRCX","Lam Research","reports","Information Technology","Fremont, California","0000707549"
"LM","Legg Mason","reports","Financials","Baltimore, Maryland","0000704051"
"LEG","Leggett & Platt","reports","Industrials","Carthage, Missouri","0000058492"
"LEN","Lennar Corp.","reports","Consumer Discretionary","Miami, Florida","0000920760"
"LVLT","Level 3 Communications","reports","Telecommunications Services","Broomfield, Colorado","0000794323"
"LUK","Leucadia National Corp.","reports","Financials","New York, New York","0000096223"
"LLY","Lilly (Eli) & Co.","reports","Health Care","Indianapolis, Indiana","0000059478"
"LNC","Lincoln National","reports","Financials","Radnor, Pennsylvania","0000059558"
"LLTC","Linear Technology Corp.","reports","Information Technology","Milpitas, California","0000791907"
"LKQ","LKQ Corporation","reports","Consumer Discretionary","Chicago, Illinois","0001065696"
"LMT","Lockheed Martin Corp.","reports","Industrials","Bethesda, Maryland","0000936468"
"L","Loews Corp.","reports","Financials","New York, New York","0000060086"
"LOW","Lowe's Cos.","reports","Consumer Discretionary","Mooresville, North Carolina","0000060667"
"LYB","LyondellBasell","reports","Materials","Rotterdam, Netherlands","0001489393"
"MTB","M&T Bank Corp.","reports","Financials","Buffalo, New York","0000036270"
"MAC","Macerich","reports","Financials","Santa Monica, California","0000912242"
"M","Macy's Inc.","reports","Consumer Discretionary","Cincinnati, Ohio","0000794367"
"MNK","Mallinckrodt Plc","reports","Health Care","Dublin, Ireland","0001567892"
"MRO","Marathon Oil Corp.","reports","Energy","Houston, Texas","0000101778"
"MPC","Marathon Petroleum","reports","Energy","Findlay, Ohio","0001510295"
"MAR","Marriott Int'l.","reports","Consumer Discretionary","Bethesda, Maryland","0001048286"
"MMC","Marsh & McLennan","reports","Financials","New York, New York","0000062709"
"MLM","Martin Marietta Materials","reports","Materials","Raleigh, North Carolina","0000916076"
"MAS","Masco Corp.","reports","Industrials","Taylor, Michigan","0000062996"
"MA","Mastercard Inc.","reports","Information Technology","Harrison, New York","0001141391"
"MAT","Mattel Inc.","reports","Consumer Discretionary","El Segundo, California","0000063276"
"MKC","McCormick & Co.","reports","Consumer Staples","Sparks, Maryland","0000063754"
"MCD","McDonald's Corp.","reports","Consumer Discretionary","Oak Brook, Illinois","0000063908"
"MCK","McKesson Corp.","reports","Health Care","San Francisco, California","0000927653"
"MJN","Mead Johnson","reports","Consumer Staples","Glenview, Illinois","0001452575"
"MDT","Medtronic plc","reports","Health Care","Dublin, Ireland","0000064670"
"MRK","Merck & Co.","reports","Health Care","Whitehouse Station, New Jersey","0000310158"
"MET","MetLife Inc.","reports","Financials","New York, New York","0001099219"
"MTD","Mettler Toledo","reports","Health Care","Columbus, Ohio","0001037646"
"KORS","Michael Kors Holdings","reports","Consumer Discretionary","New York, New York","0001530721"
"MCHP","Microchip Technology","reports","Information Technology","Chandler, Arizona","0000827054"
"MU","Micron Technology","reports","Information Technology","Boise, Idaho","0000723125"
"MSFT","Microsoft Corp.","reports","Information Technology","Redmond, Washington","0000789019"
"MHK","Mohawk Industries","reports","Consumer Discretionary","Amsterdam, New York","0000851968"
"TAP","Molson Coors Brewing Company","reports","Consumer Staples","Denver, Colorado","0000024545"
"MDLZ","Mondelez International","reports","Consumer Staples","Northfield, Illinois","0001103982"
"MON","Monsanto Co.","reports","Materials","Creve Coeur, Missouri","0001110783"
"MNST","Monster Beverage","reports","Consumer Staples","Corona, California","0000865752"
"MCO","Moody's Corp","reports","Financials","New York, New York","0001059556"
"MS","Morgan Stanley","reports","Financials","New York, New York","0000895421"
"MOS","The Mosaic Company","reports","Materials","Plymouth, Minnesota","0001285785"
"MSI","Motorola Solutions Inc.","reports","Information Technology","Schaumburg, Illinois","0000068505"
"MUR","Murphy Oil","reports","Energy","El Dorado, Arkansas","0000717423"
"MYL","Mylan N.V.","reports","Health Care","Amsterdam, Netherlands","0000069499"
"NDAQ","NASDAQ OMX Group","reports","Financials","New York, New York","0001120193"
"NOV","National Oilwell Varco Inc.","reports","Energy","Houston, Texas","0001021860"
"NAVI","Navient","reports","Financials","Newark, Delaware","0001593538"
"NTAP","NetApp","reports","Information Technology","Sunnyvale, California","0001002047"
"NFLX","Netflix Inc.","reports","Information Technology","Los Gatos, California","0001065280"
"NWL","Newell Rubbermaid Co.","reports","Consumer Discretionary","Sandy Springs, Georgia","0000814453"
"NFX","Newfield Exploration Co","reports","Energy","Houston, Texas","0000912750"
"NEM","Newmont Mining Corp. (Hldg. Co.)","reports","Materials","Denver, Colorado","0001164727"
"NWSA","News Corp. Class A","reports","Consumer Discretionary","New York, New York","0001564708"
"NWS","News Corp. Class B","reports","Consumer Discretionary","New York, New York","0001564708"
"NEE","NextEra Energy","reports","Utilities","Juno Beach, Florida","0000753308"
"NLSN","Nielsen Holdings","reports","Industrials","New York, New York","0001492633"
"NKE","Nike","reports","Consumer Discretionary","Washington County, Oregon","0000320187"
"NI","NiSource Inc.","reports","Utilities","Merrillville, Indiana","0001111711"
"NBL","Noble Energy Inc","reports","Energy","Houston, Texas","0000072207"
"JWN","Nordstrom","reports","Consumer Discretionary","Seattle, Washington","0000072333"
"NSC","Norfolk Southern Corp.","reports","Industrials","Norfolk, Virginia","0000702165"
"NTRS","Northern Trust Corp.","reports","Financials","Chicago, Illinois","0000073124"
"NOC","Northrop Grumman Corp.","reports","Industrials","West Falls Church, Virginia","0001133421"
"NRG","NRG Energy","reports","Utilities","Princeton, New Jersey","0001013871"
"NUE","Nucor Corp.","reports","Materials","Charlotte, North Carolina","0000073309"
"NVDA","Nvidia Corporation","reports","Information Technology","Santa Clara, California","0001045810"
"ORLY","O'Reilly Automotive","reports","Consumer Discretionary","Springfield, Missouri","0000898173"
"OXY","Occidental Petroleum","reports","Energy","Los Angeles, California","0000797468"
"OMC","Omnicom Group","reports","Consumer Discretionary","New York, New York","0000029989"
"OKE","ONEOK","reports","Energy","Tulsa, Oklahoma","0001039684"
"ORCL","Oracle Corp.","reports","Information Technology","Redwood Shores, California","0001341439"
"OI","Owens-Illinois Inc","reports","Materials","Perrysburg, Ohio","0000812074"
"PCAR","PACCAR Inc.","reports","Industrials","Bellevue, Washington","0000075362"
"PH","Parker-Hannifin","reports","Industrials","Cleveland, Ohio","0000076334"
"PDCO","Patterson Companies","reports","Health Care","St. Paul, Minnesota","0000891024"
"PAYX","Paychex Inc.","reports","Information Technology","Penfield, New York","0000723531"
"PYPL","PayPal","reports","Information Technology","San Jose, California","0001633917"
"PNR","Pentair Ltd.","reports","Industrials","Worsley, UK","0000077360"
"PBCT","People's United Financial","reports","Financials","Bridgeport, Connecticut","0001378946"
"PEP","PepsiCo Inc.","reports","Consumer Staples","Purchase, New York","0000077476"
"PKI","PerkinElmer","reports","Health Care","Waltham, Massachusetts","0000031791"
"PRGO","Perrigo","reports","Health Care","Dublin, Ireland","0001585364"
"PFE","Pfizer Inc.","reports","Health Care","New York, New York","0000078003"
"PCG","PG&E Corp.","reports","Utilities","San Francisco, California","0001004980"
"PM","Philip Morris International","reports","Consumer Staples","New York, New York","0001413329"
"PSX","Phillips 66","reports","Energy","Houston, Texas","0001534701"
"PNW","Pinnacle West Capital","reports","Utilities","Phoenix, Arizona","0000764622"
"PXD","Pioneer Natural Resources","reports","Energy","Irving, Texas","0001038357"
"PBI","Pitney-Bowes","reports","Industrials","Stamford, Connecticut","0000078814"
"PNC","PNC Financial Services","reports","Financials","Pittsburgh, Pennsylvania","0000713676"
"RL","Polo Ralph Lauren Corp.","reports","Consumer Discretionary","New York, New York","0001037038"
"PPG","PPG Industries","reports","Materials","Pittsburgh, Pennsylvania","0000079879"
"PPL","PPL Corp.","reports","Utilities","Allentown, Pennsylvania","0000922224"
"PX","Praxair Inc.","reports","Materials","Danbury, Connecticut","0000884905"
"CFG","Citizens Financial Group","reports","Financials","Providence, Rhode Island","0000759944"
"PCLN","Priceline.com Inc","reports","Consumer Discretionary","Norwalk, Connecticut","0001075531"
"PFG","Principal Financial Group","reports","Financials","Des Moines, Iowa","0001126328"
"PG","Procter & Gamble","reports","Consumer Staples","Cincinnati, Ohio","0000080424"
"PGR","Progressive Corp.","reports","Financials","Mayfield Village, Ohio","0000080661"
"PLD","Prologis","reports","Financials","San Francisco, California","0001045609"
"PRU","Prudential Financial","reports","Financials","Newark, New Jersey","0001137774"
"PEG","Public Serv. Enterprise Inc.","reports","Utilities","Newark, New Jersey","0000788784"
"PSA","Public Storage","reports","Financials","Glendale, California","0001393311"
"PHM","Pulte Homes Inc.","reports","Consumer Discretionary","Atlanta, Georgia","0000822416"
"PVH","PVH Corp.","reports","Consumer Discretionary","New York, New York","0000078239"
"QRVO","Qorvo","reports","Information Technology","Hillsboro, Oregon","0001604778"
"PWR","Quanta Services Inc.","reports","Industrials","Houston, Texas","0001050915"
"QCOM","QUALCOMM Inc.","reports","Information Technology","San Diego, California","0000804328"
"DGX","Quest Diagnostics","reports","Health Care","Madison, New Jersey","0001022079"
"RRC","Range Resources Corp.","reports","Energy","Fort Worth, Texas","0000315852"
"RTN","Raytheon Co.","reports","Industrials","Waltham, Massachusetts","0001047122"
"O","Realty Income Corporation","reports","Financials","San Diego, California","0000726728"
"RHT","Red Hat Inc.","reports","Information Technology","Raleigh, North Carolina","0001087423"
"REGN","Regeneron","reports","Health Care","Tarrytown, New York","0000872589"
"RF","Regions Financial Corp.","reports","Financials","Birmingham, Alabama","0001281761"
"RSG","Republic Services Inc","reports","Industrials","Phoenix, Arizona","0001060391"
"RAI","Reynolds American Inc.","reports","Consumer Staples","Winston-Salem, North Carolina","0001275283"
"RHI","Robert Half International","reports","Industrials","Menlo Park, California","0000315213"
"ROK","Rockwell Automation Inc.","reports","Industrials","Milwaukee, Wisconsin","0001024478"
"COL","Rockwell Collins","reports","Industrials","Cedar Rapids, Iowa","0001137411"
"ROP","Roper Industries","reports","Industrials","Sarasota, Florida","0000882835"
"ROST","Ross Stores","reports","Consumer Discretionary","Pleasanton, California","0000745732"
"RCL","Royal Caribbean Cruises Ltd","reports","Consumer Discretionary","Miami, Florida","0000884887"
"R","Ryder System","reports","Industrials","Miami, Florida","0000085961"
